request_id,location_id,service_type_id,urgency,requested_by,requested_channel,requested_date,complexity_score,complexity_tier,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
REQ-006526,LOC-04,SVC-08,Routine,Case Manager,Referral,2026-06-27,34.7,Medium,5,1,6,1,26,330
REQ-006527,LOC-10,SVC-09,Priority,Family Member,Portal,2026-06-27,36.6,Medium,5,1,6,1,26,330
REQ-006528,LOC-03,SVC-08,Priority,GP / Clinician,Referral,2026-06-27,79.6,Critical,5,1,6,1,26,330
REQ-006531,LOC-05,SVC-01,Priority,Client,Portal,2026-06-27,45.4,Medium,5,1,6,1,26,330
REQ-006532,LOC-09,SVC-01,Urgent,Case Manager,Referral,2026-06-27,61.2,High,5,1,6,1,26,330
REQ-006533,LOC-07,SVC-05,Urgent,Case Manager,Referral,2026-06-27,63.4,High,5,1,6,1,26,330
REQ-006534,LOC-06,SVC-05,Routine,Case Manager,Referral,2026-06-28,67.9,High,6,1,6,1,26,331
REQ-006535,LOC-02,SVC-01,Priority,Client,Portal,2026-06-28,41.4,Medium,6,1,6,1,26,331
REQ-006536,LOC-08,SVC-01,Routine,Client,Phone,2026-06-28,15.6,Low,6,1,6,1,26,331
REQ-006537,LOC-09,SVC-09,Urgent,GP / Clinician,Phone,2026-06-28,81.6,Critical,6,1,6,1,26,331
REQ-006538,LOC-06,SVC-02,Routine,Case Manager,Portal,2026-06-28,13.3,Low,6,1,6,1,26,331
REQ-006539,LOC-08,SVC-02,Urgent,Case Manager,Phone,2026-06-28,60.5,High,6,1,6,1,26,331
REQ-006540,LOC-06,SVC-01,Priority,Family Member,Case Manager,2026-06-28,45.2,Medium,6,1,6,1,26,331
REQ-006541,LOC-08,SVC-01,Priority,Client,Portal,2026-06-28,10.8,Low,6,1,6,1,26,331
REQ-006542,LOC-05,SVC-04,Priority,GP / Clinician,Portal,2026-06-28,34.3,Medium,6,1,6,1,26,331
REQ-006543,LOC-01,SVC-09,Priority,Case Manager,Phone,2026-06-28,52.8,High,6,1,6,1,26,331
REQ-006544,LOC-06,SVC-04,Emergency,Client,Phone,2026-06-28,36.2,Medium,6,1,6,1,26,331
REQ-006545,LOC-04,SVC-09,Routine,Family Member,Portal,2026-06-28,14.6,Low,6,1,6,1,26,331
REQ-006546,LOC-03,SVC-05,Urgent,Family Member,Phone,2026-06-28,34.9,Medium,6,1,6,1,26,331
REQ-006547,LOC-10,SVC-09,Priority,Family Member,Portal,2026-06-28,34.6,Medium,6,1,6,1,26,331
REQ-006548,LOC-08,SVC-02,Routine,Client,Phone,2026-06-29,17.0,Low,0,0,6,1,27,332
REQ-006549,LOC-04,SVC-02,Priority,Client,Portal,2026-06-29,32.9,Medium,0,0,6,1,27,332
REQ-006550,LOC-05,SVC-02,Urgent,Client,Phone,2026-06-29,55.6,High,0,0,6,1,27,332
REQ-006551,LOC-04,SVC-02,Urgent,Family Member,Referral,2026-06-29,68.5,High,0,0,6,1,27,332
REQ-006552,LOC-06,SVC-02,Urgent,Case Manager,Case Manager,2026-06-29,89.6,Critical,0,0,6,1,27,332
REQ-006553,LOC-03,SVC-09,Routine,GP / Clinician,Portal,2026-06-29,13.5,Low,0,0,6,1,27,332
REQ-006554,LOC-04,SVC-03,Priority,Family Member,Phone,2026-06-29,64.1,High,0,0,6,1,27,332
REQ-006556,LOC-03,SVC-06,Priority,Family Member,Portal,2026-06-29,11.5,Low,0,0,6,1,27,332
REQ-006557,LOC-08,SVC-05,Priority,Case Manager,Phone,2026-06-29,95.0,Critical,0,0,6,1,27,332
REQ-006558,LOC-09,SVC-05,Priority,GP / Clinician,Case Manager,2026-06-29,30.0,Medium,0,0,6,1,27,332
REQ-006559,LOC-07,SVC-01,Emergency,Case Manager,Phone,2026-06-29,89.0,Critical,0,0,6,1,27,332
REQ-006560,LOC-08,SVC-01,Priority,Case Manager,Referral,2026-06-29,29.3,Medium,0,0,6,1,27,332
REQ-006561,LOC-08,SVC-02,Routine,Client,Phone,2026-06-29,7.2,Low,0,0,6,1,27,332
REQ-006562,LOC-01,SVC-03,Priority,Family Member,Portal,2026-06-29,55.3,High,0,0,6,1,27,332
REQ-006563,LOC-07,SVC-04,Priority,Family Member,Case Manager,2026-06-29,44.8,Medium,0,0,6,1,27,332
REQ-006564,LOC-06,SVC-06,Emergency,GP / Clinician,Referral,2026-06-29,87.4,Critical,0,0,6,1,27,332
REQ-006565,LOC-02,SVC-02,Urgent,Client,Phone,2026-06-29,12.5,Low,0,0,6,1,27,332
REQ-006566,LOC-10,SVC-06,Routine,Case Manager,Portal,2026-06-29,37.1,Medium,0,0,6,1,27,332
REQ-006567,LOC-09,SVC-03,Routine,Family Member,Phone,2026-06-29,16.4,Low,0,0,6,1,27,332
REQ-006568,LOC-01,SVC-01,Priority,Case Manager,Phone,2026-06-29,64.4,High,0,0,6,1,27,332
REQ-006569,LOC-10,SVC-06,Routine,Client,Phone,2026-06-29,31.7,Medium,0,0,6,1,27,332
REQ-006571,LOC-02,SVC-07,Priority,Case Manager,Portal,2026-06-29,33.1,Medium,0,0,6,1,27,332
REQ-006572,LOC-01,SVC-08,Priority,Client,Referral,2026-06-29,77.8,Critical,0,0,6,1,27,332
REQ-006573,LOC-05,SVC-05,Routine,Case Manager,Referral,2026-06-29,42.0,Medium,0,0,6,1,27,332
REQ-006574,LOC-03,SVC-01,Routine,Family Member,Phone,2026-06-29,24.7,Low,0,0,6,1,27,332
REQ-006575,LOC-05,SVC-07,Emergency,Family Member,Phone,2026-06-29,35.2,Medium,0,0,6,1,27,332
REQ-006576,LOC-04,SVC-07,Priority,Client,Case Manager,2026-06-30,83.2,Critical,1,0,6,1,27,333
REQ-006577,LOC-09,SVC-09,Priority,Client,Portal,2026-06-30,16.2,Low,1,0,6,1,27,333
REQ-006578,LOC-03,SVC-08,Routine,Family Member,Referral,2026-06-30,38.9,Medium,1,0,6,1,27,333
REQ-006579,LOC-07,SVC-02,Routine,Client,Portal,2026-06-30,58.1,High,1,0,6,1,27,333
REQ-006580,LOC-06,SVC-05,Routine,Client,Phone,2026-06-30,12.3,Low,1,0,6,1,27,333
REQ-006581,LOC-06,SVC-06,Priority,Family Member,Portal,2026-06-30,14.7,Low,1,0,6,1,27,333
REQ-006582,LOC-02,SVC-05,Routine,Client,Case Manager,2026-06-30,48.9,Medium,1,0,6,1,27,333
REQ-006584,LOC-09,SVC-07,Routine,Client,Portal,2026-06-30,21.1,Low,1,0,6,1,27,333
REQ-006585,LOC-03,SVC-07,Routine,Family Member,Portal,2026-06-30,40.2,Medium,1,0,6,1,27,333
REQ-006587,LOC-09,SVC-04,Priority,Case Manager,Phone,2026-06-30,42.3,Medium,1,0,6,1,27,333
REQ-006588,LOC-02,SVC-03,Urgent,GP / Clinician,Phone,2026-06-30,80.0,Critical,1,0,6,1,27,333
REQ-006589,LOC-02,SVC-08,Priority,Client,Portal,2026-06-30,37.8,Medium,1,0,6,1,27,333
REQ-006591,LOC-03,SVC-06,Urgent,GP / Clinician,Case Manager,2026-06-30,80.2,Critical,1,0,6,1,27,333
REQ-006593,LOC-02,SVC-01,Urgent,Client,Phone,2026-06-30,54.5,High,1,0,6,1,27,333
REQ-006594,LOC-07,SVC-06,Routine,Client,Case Manager,2026-06-30,20.2,Low,1,0,6,1,27,333
REQ-006595,LOC-09,SVC-02,Urgent,Client,Case Manager,2026-06-30,37.5,Medium,1,0,6,1,27,333
REQ-006596,LOC-02,SVC-07,Urgent,Family Member,Phone,2026-06-30,63.6,High,1,0,6,1,27,333
REQ-006597,LOC-08,SVC-04,Routine,Client,Phone,2026-06-30,53.4,High,1,0,6,1,27,333
REQ-006598,LOC-07,SVC-06,Priority,Client,Phone,2026-06-30,65.7,High,1,0,6,1,27,333
REQ-006600,LOC-10,SVC-08,Priority,Client,Portal,2026-06-30,48.5,Medium,1,0,6,1,27,333
REQ-006601,LOC-02,SVC-01,Priority,Client,Portal,2026-06-30,7.6,Low,1,0,6,1,27,333
REQ-006602,LOC-06,SVC-09,Urgent,GP / Clinician,Phone,2026-06-30,50.0,High,1,0,6,1,27,333
REQ-006604,LOC-01,SVC-01,Routine,Case Manager,Portal,2026-06-30,19.6,Low,1,0,6,1,27,333
REQ-006605,LOC-01,SVC-02,Routine,Client,Portal,2026-06-30,16.9,Low,1,0,6,1,27,333
REQ-006606,LOC-01,SVC-04,Routine,Client,Portal,2026-06-30,42.8,Medium,1,0,6,1,27,333
REQ-006607,LOC-03,SVC-09,Urgent,Client,Phone,2026-06-30,36.8,Medium,1,0,6,1,27,333
REQ-006608,LOC-02,SVC-03,Urgent,Family Member,Phone,2026-06-30,57.3,High,1,0,6,1,27,333
REQ-006609,LOC-06,SVC-03,Priority,GP / Clinician,Phone,2026-06-30,45.7,Medium,1,0,6,1,27,333
REQ-006610,LOC-05,SVC-01,Urgent,Client,Phone,2026-06-30,35.8,Medium,1,0,6,1,27,333
REQ-006611,LOC-07,SVC-05,Routine,Client,Phone,2026-07-01,11.4,Low,2,0,7,1,27,334
REQ-006612,LOC-10,SVC-07,Routine,Client,Portal,2026-07-01,20.8,Low,2,0,7,1,27,334
REQ-006614,LOC-08,SVC-04,Emergency,Client,Portal,2026-07-01,61.9,High,2,0,7,1,27,334
REQ-006615,LOC-02,SVC-07,Urgent,Family Member,Referral,2026-07-01,34.4,Medium,2,0,7,1,27,334
REQ-006616,LOC-10,SVC-09,Routine,Client,Portal,2026-07-01,14.0,Low,2,0,7,1,27,334
REQ-006617,LOC-08,SVC-05,Urgent,Case Manager,Referral,2026-07-01,72.9,High,2,0,7,1,27,334
REQ-006618,LOC-09,SVC-09,Urgent,Case Manager,Phone,2026-07-01,43.9,Medium,2,0,7,1,27,334
REQ-006619,LOC-01,SVC-01,Routine,GP / Clinician,Case Manager,2026-07-01,38.9,Medium,2,0,7,1,27,334
REQ-006620,LOC-05,SVC-06,Priority,Client,Portal,2026-07-01,19.1,Medium,2,0,7,1,27,334
REQ-006621,LOC-04,SVC-02,Routine,Family Member,Portal,2026-07-01,13.9,Low,2,0,7,1,27,334
REQ-006623,LOC-10,SVC-02,Priority,Case Manager,Phone,2026-07-01,36.5,Medium,2,0,7,1,27,334
REQ-006624,LOC-09,SVC-02,Priority,Case Manager,Portal,2026-07-01,32.1,Medium,2,0,7,1,27,334
REQ-006625,LOC-04,SVC-07,Priority,Family Member,Portal,2026-07-01,7.3,Low,2,0,7,1,27,334
REQ-006626,LOC-10,SVC-05,Routine,Client,Phone,2026-07-01,4.5,Low,2,0,7,1,27,334
REQ-006627,LOC-07,SVC-06,Routine,Case Manager,Portal,2026-07-01,3.6,Low,2,0,7,1,27,334
REQ-006629,LOC-02,SVC-02,Priority,Case Manager,Phone,2026-07-01,91.4,Critical,2,0,7,1,27,334
REQ-006631,LOC-09,SVC-01,Routine,Client,Portal,2026-07-01,32.3,Medium,2,0,7,1,27,334
REQ-006633,LOC-02,SVC-03,Routine,Client,Referral,2026-07-01,12.0,Low,2,0,7,1,27,334
REQ-006634,LOC-06,SVC-02,Routine,Client,Portal,2026-07-01,31.0,Medium,2,0,7,1,27,334
REQ-006636,LOC-06,SVC-01,Routine,Case Manager,Case Manager,2026-07-01,16.5,Low,2,0,7,1,27,334
REQ-006637,LOC-03,SVC-07,Urgent,Case Manager,Case Manager,2026-07-01,98.9,Critical,2,0,7,1,27,334
REQ-006638,LOC-01,SVC-04,Urgent,GP / Clinician,Referral,2026-07-02,83.9,Critical,3,0,7,1,27,335
REQ-006639,LOC-03,SVC-01,Routine,Family Member,Portal,2026-07-02,40.1,Medium,3,0,7,1,27,335
REQ-006640,LOC-08,SVC-04,Urgent,Family Member,Phone,2026-07-02,46.8,Medium,3,0,7,1,27,335
REQ-006641,LOC-07,SVC-01,Priority,Family Member,Phone,2026-07-02,83.1,Critical,3,0,7,1,27,335
REQ-006642,LOC-07,SVC-05,Routine,Client,Portal,2026-07-02,40.3,Medium,3,0,7,1,27,335
REQ-006643,LOC-10,SVC-02,Priority,GP / Clinician,Phone,2026-07-02,17.2,Low,3,0,7,1,27,335
REQ-006644,LOC-04,SVC-06,Urgent,Family Member,Phone,2026-07-02,88.3,Critical,3,0,7,1,27,335
REQ-006645,LOC-07,SVC-07,Routine,Client,Portal,2026-07-02,6.9,Low,3,0,7,1,27,335
REQ-006646,LOC-06,SVC-05,Routine,Client,Referral,2026-07-02,17.9,Low,3,0,7,1,27,335
REQ-006647,LOC-10,SVC-04,Priority,Client,Phone,2026-07-02,13.4,Low,3,0,7,1,27,335
REQ-006648,LOC-08,SVC-01,Routine,Client,Portal,2026-07-02,74.6,High,3,0,7,1,27,335
REQ-006649,LOC-05,SVC-01,Routine,Client,Phone,2026-07-02,38.4,Medium,3,0,7,1,27,335
REQ-006650,LOC-07,SVC-02,Emergency,Family Member,Portal,2026-07-02,17.3,Low,3,0,7,1,27,335
REQ-006651,LOC-02,SVC-05,Urgent,Case Manager,Phone,2026-07-02,42.5,Medium,3,0,7,1,27,335
REQ-006653,LOC-10,SVC-05,Priority,Client,Portal,2026-07-02,18.3,Low,3,0,7,1,27,335
REQ-006654,LOC-07,SVC-05,Routine,Case Manager,Portal,2026-07-02,64.6,High,3,0,7,1,27,335
REQ-006655,LOC-04,SVC-01,Priority,GP / Clinician,Portal,2026-07-02,86.7,Critical,3,0,7,1,27,335
REQ-006657,LOC-04,SVC-01,Urgent,Client,Phone,2026-07-02,85.4,Critical,3,0,7,1,27,335
REQ-006658,LOC-07,SVC-05,Priority,Family Member,Phone,2026-07-02,1.0,Low,3,0,7,1,27,335
REQ-006659,LOC-07,SVC-01,Priority,Client,Portal,2026-07-02,10.8,Low,3,0,7,1,27,335
REQ-006660,LOC-10,SVC-04,Routine,Client,Phone,2026-07-02,15.6,Low,3,0,7,1,27,335
REQ-006661,LOC-05,SVC-05,Routine,GP / Clinician,Portal,2026-07-02,33.2,Medium,3,0,7,1,27,335
REQ-006662,LOC-09,SVC-01,Priority,Client,Phone,2026-07-02,14.7,Low,3,0,7,1,27,335
REQ-006663,LOC-10,SVC-03,Routine,Client,Portal,2026-07-02,19.0,Low,3,0,7,1,27,335
REQ-006664,LOC-07,SVC-01,Routine,Family Member,Portal,2026-07-02,31.0,Medium,3,0,7,1,27,335
REQ-006665,LOC-03,SVC-01,Priority,Case Manager,Portal,2026-07-02,2.9,Low,3,0,7,1,27,335
REQ-006666,LOC-10,SVC-01,Priority,Family Member,Portal,2026-07-02,36.8,Medium,3,0,7,1,27,335
REQ-006667,LOC-08,SVC-03,Routine,Client,Phone,2026-07-03,37.9,Medium,4,0,7,1,27,336
REQ-006668,LOC-04,SVC-06,Routine,Client,Phone,2026-07-03,18.9,Low,4,0,7,1,27,336
REQ-006669,LOC-05,SVC-02,Routine,Client,Phone,2026-07-03,40.4,Medium,4,0,7,1,27,336
REQ-006670,LOC-01,SVC-05,Urgent,Family Member,Phone,2026-07-03,11.9,Low,4,0,7,1,27,336
REQ-006671,LOC-06,SVC-08,Priority,Client,Portal,2026-07-03,54.3,Medium,4,0,7,1,27,336
REQ-006672,LOC-05,SVC-01,Routine,Client,Portal,2026-07-03,14.1,Low,4,0,7,1,27,336
REQ-006673,LOC-09,SVC-06,Priority,Client,Portal,2026-07-03,35.1,Medium,4,0,7,1,27,336
REQ-006674,LOC-04,SVC-02,Priority,Case Manager,Referral,2026-07-03,57.7,High,4,0,7,1,27,336
REQ-006675,LOC-03,SVC-05,Urgent,Case Manager,Phone,2026-07-03,38.1,Medium,4,0,7,1,27,336
REQ-006678,LOC-07,SVC-01,Priority,Client,Referral,2026-07-03,43.8,Medium,4,0,7,1,27,336
REQ-006680,LOC-06,SVC-01,Urgent,Case Manager,Referral,2026-07-03,60.8,High,4,0,7,1,27,336
REQ-006681,LOC-10,SVC-08,Routine,Client,Case Manager,2026-07-03,15.2,Low,4,0,7,1,27,336
REQ-006682,LOC-03,SVC-05,Routine,Case Manager,Referral,2026-07-03,18.0,Low,4,0,7,1,27,336
REQ-006683,LOC-10,SVC-06,Urgent,Case Manager,Phone,2026-07-03,77.9,Critical,4,0,7,1,27,336
REQ-006684,LOC-10,SVC-02,Routine,Family Member,Portal,2026-07-03,13.0,Low,4,0,7,1,27,336
REQ-006685,LOC-01,SVC-06,Priority,Client,Phone,2026-07-03,31.5,Medium,4,0,7,1,27,336
REQ-006686,LOC-09,SVC-05,Urgent,Case Manager,Case Manager,2026-07-03,57.5,High,4,0,7,1,27,336
REQ-006687,LOC-05,SVC-02,Priority,Family Member,Phone,2026-07-03,67.5,High,4,0,7,1,27,336
REQ-006688,LOC-10,SVC-01,Routine,Family Member,Portal,2026-07-03,13.1,Low,4,0,7,1,27,336
REQ-006689,LOC-09,SVC-05,Urgent,Client,Referral,2026-07-03,20.6,Low,4,0,7,1,27,336
REQ-006690,LOC-01,SVC-07,Priority,Client,Phone,2026-07-03,33.0,Medium,4,0,7,1,27,336
REQ-006691,LOC-04,SVC-06,Routine,Client,Phone,2026-07-03,54.1,High,4,0,7,1,27,336
REQ-006692,LOC-02,SVC-01,Routine,Family Member,Phone,2026-07-03,45.4,Medium,4,0,7,1,27,336
REQ-006694,LOC-10,SVC-05,Routine,Client,Referral,2026-07-03,21.7,Low,4,0,7,1,27,336
REQ-006695,LOC-06,SVC-06,Routine,Client,Phone,2026-07-03,35.0,Medium,4,0,7,1,27,336
REQ-006696,LOC-08,SVC-07,Routine,Client,Phone,2026-07-03,57.6,Medium,4,0,7,1,27,336
REQ-006697,LOC-09,SVC-02,Priority,GP / Clinician,Phone,2026-07-03,37.3,Medium,4,0,7,1,27,336
REQ-006698,LOC-09,SVC-05,Routine,Client,Phone,2026-07-03,8.0,Low,4,0,7,1,27,336
REQ-006700,LOC-10,SVC-01,Routine,Case Manager,Phone,2026-07-03,34.1,Medium,4,0,7,1,27,336
REQ-006701,LOC-01,SVC-06,Routine,Client,Phone,2026-07-04,52.0,High,5,1,7,1,27,337
REQ-006702,LOC-09,SVC-09,Priority,Client,Referral,2026-07-04,42.6,Medium,5,1,7,1,27,337
REQ-006703,LOC-02,SVC-01,Priority,Family Member,Phone,2026-07-04,60.9,High,5,1,7,1,27,337
REQ-006705,LOC-02,SVC-01,Urgent,GP / Clinician,Referral,2026-07-04,84.1,Critical,5,1,7,1,27,337
REQ-006706,LOC-09,SVC-03,Routine,Case Manager,Phone,2026-07-04,11.3,Low,5,1,7,1,27,337
REQ-006707,LOC-02,SVC-05,Urgent,Case Manager,Case Manager,2026-07-04,85.2,Critical,5,1,7,1,27,337
REQ-006708,LOC-08,SVC-03,Routine,Family Member,Phone,2026-07-04,39.4,Medium,5,1,7,1,27,337
REQ-006710,LOC-05,SVC-05,Routine,Client,Phone,2026-07-04,15.3,Low,5,1,7,1,27,337
REQ-006711,LOC-10,SVC-04,Urgent,Client,Referral,2026-07-04,38.7,Medium,5,1,7,1,27,337
REQ-006712,LOC-03,SVC-01,Urgent,Client,Phone,2026-07-05,46.6,Medium,6,1,7,1,27,338
REQ-006713,LOC-04,SVC-01,Routine,Client,Phone,2026-07-05,73.7,High,6,1,7,1,27,338
REQ-006714,LOC-03,SVC-06,Priority,Family Member,Portal,2026-07-05,41.4,Medium,6,1,7,1,27,338
REQ-006716,LOC-03,SVC-03,Routine,Case Manager,Portal,2026-07-05,15.9,Low,6,1,7,1,27,338
REQ-006717,LOC-08,SVC-08,Priority,Client,Phone,2026-07-05,36.9,Medium,6,1,7,1,27,338
REQ-006718,LOC-03,SVC-05,Routine,Family Member,Phone,2026-07-05,11.6,Low,6,1,7,1,27,338
REQ-006719,LOC-10,SVC-07,Urgent,Family Member,Case Manager,2026-07-05,88.8,Critical,6,1,7,1,27,338
REQ-006721,LOC-07,SVC-07,Routine,Case Manager,Case Manager,2026-07-05,45.7,Medium,6,1,7,1,27,338
REQ-006722,LOC-01,SVC-08,Routine,Family Member,Portal,2026-07-05,7.3,Low,6,1,7,1,27,338
REQ-006723,LOC-04,SVC-02,Routine,Client,Phone,2026-07-05,22.2,Low,6,1,7,1,27,338
REQ-006724,LOC-06,SVC-04,Priority,Family Member,Portal,2026-07-05,35.7,Medium,6,1,7,1,27,338
REQ-006726,LOC-07,SVC-01,Urgent,Family Member,Phone,2026-07-05,33.5,Medium,6,1,7,1,27,338
REQ-006727,LOC-06,SVC-01,Routine,Family Member,Phone,2026-07-05,60.9,High,6,1,7,1,27,338
REQ-006728,LOC-10,SVC-03,Routine,GP / Clinician,Phone,2026-07-06,15.4,Low,0,0,7,1,28,339
REQ-006729,LOC-07,SVC-03,Routine,Case Manager,Phone,2026-07-06,35.4,Medium,0,0,7,1,28,339
REQ-006731,LOC-05,SVC-08,Priority,Client,Case Manager,2026-07-06,39.4,Medium,0,0,7,1,28,339
REQ-006732,LOC-08,SVC-01,Priority,Case Manager,Phone,2026-07-06,36.3,Medium,0,0,7,1,28,339
REQ-006733,LOC-09,SVC-02,Emergency,GP / Clinician,Phone,2026-07-06,65.5,High,0,0,7,1,28,339
REQ-006734,LOC-04,SVC-06,Urgent,Family Member,Case Manager,2026-07-06,70.0,High,0,0,7,1,28,339
REQ-006735,LOC-02,SVC-03,Priority,Family Member,Phone,2026-07-06,87.6,Critical,0,0,7,1,28,339
REQ-006736,LOC-07,SVC-05,Priority,Client,Referral,2026-07-06,37.0,Medium,0,0,7,1,28,339
REQ-006737,LOC-08,SVC-01,Routine,Client,Phone,2026-07-06,7.3,Low,0,0,7,1,28,339
REQ-006738,LOC-01,SVC-06,Routine,Family Member,Case Manager,2026-07-06,10.0,Low,0,0,7,1,28,339
REQ-006739,LOC-09,SVC-03,Priority,Family Member,Phone,2026-07-06,65.8,High,0,0,7,1,28,339
REQ-006740,LOC-02,SVC-04,Routine,Family Member,Referral,2026-07-06,39.3,Medium,0,0,7,1,28,339
REQ-006741,LOC-10,SVC-03,Priority,Family Member,Portal,2026-07-06,64.3,High,0,0,7,1,28,339
REQ-006743,LOC-05,SVC-02,Urgent,Client,Portal,2026-07-06,32.0,Medium,0,0,7,1,28,339
REQ-006744,LOC-02,SVC-08,Urgent,Case Manager,Referral,2026-07-06,91.2,Critical,0,0,7,1,28,339
REQ-006745,LOC-05,SVC-02,Routine,Family Member,Portal,2026-07-06,65.3,High,0,0,7,1,28,339
REQ-006746,LOC-09,SVC-05,Routine,Family Member,Portal,2026-07-06,39.7,Medium,0,0,7,1,28,339
REQ-006747,LOC-05,SVC-05,Emergency,Client,Referral,2026-07-06,39.2,Medium,0,0,7,1,28,339
REQ-006748,LOC-08,SVC-02,Priority,Client,Portal,2026-07-06,50.2,Medium,0,0,7,1,28,339
REQ-006749,LOC-03,SVC-05,Routine,Client,Portal,2026-07-06,43.9,Medium,0,0,7,1,28,339
REQ-006750,LOC-02,SVC-01,Urgent,GP / Clinician,Phone,2026-07-06,38.4,Medium,0,0,7,1,28,339
REQ-006751,LOC-04,SVC-04,Emergency,GP / Clinician,Referral,2026-07-06,78.3,Critical,0,0,7,1,28,339
REQ-006752,LOC-09,SVC-07,Routine,Case Manager,Phone,2026-07-06,48.7,Medium,0,0,7,1,28,339
REQ-006753,LOC-07,SVC-04,Routine,Client,Phone,2026-07-06,12.6,Low,0,0,7,1,28,339
REQ-006754,LOC-09,SVC-06,Priority,Case Manager,Portal,2026-07-06,26.2,Medium,0,0,7,1,28,339
REQ-006755,LOC-04,SVC-01,Urgent,GP / Clinician,Phone,2026-07-06,65.2,High,0,0,7,1,28,339
REQ-006756,LOC-05,SVC-05,Routine,Family Member,Portal,2026-07-07,17.9,Low,1,0,7,1,28,340
REQ-006757,LOC-09,SVC-03,Urgent,GP / Clinician,Portal,2026-07-07,26.4,Medium,1,0,7,1,28,340
REQ-006758,LOC-07,SVC-08,Routine,Client,Portal,2026-07-07,12.3,Low,1,0,7,1,28,340
REQ-006759,LOC-10,SVC-02,Priority,Family Member,Portal,2026-07-07,16.1,Low,1,0,7,1,28,340
REQ-006762,LOC-07,SVC-09,Priority,Family Member,Portal,2026-07-07,20.8,Low,1,0,7,1,28,340
REQ-006763,LOC-07,SVC-07,Priority,Client,Portal,2026-07-07,37.8,Medium,1,0,7,1,28,340
REQ-006764,LOC-01,SVC-04,Priority,Family Member,Phone,2026-07-07,3.2,Low,1,0,7,1,28,340
REQ-006765,LOC-07,SVC-05,Urgent,Client,Portal,2026-07-07,47.3,Medium,1,0,7,1,28,340
REQ-006766,LOC-06,SVC-06,Emergency,Family Member,Phone,2026-07-07,65.9,High,1,0,7,1,28,340
REQ-006767,LOC-07,SVC-07,Priority,Case Manager,Portal,2026-07-07,35.9,Medium,1,0,7,1,28,340
REQ-006768,LOC-03,SVC-08,Routine,Family Member,Portal,2026-07-07,30.4,Medium,1,0,7,1,28,340
REQ-006769,LOC-04,SVC-01,Urgent,Client,Phone,2026-07-07,16.3,Low,1,0,7,1,28,340
REQ-006771,LOC-06,SVC-05,Priority,Case Manager,Referral,2026-07-07,34.3,Medium,1,0,7,1,28,340
REQ-006772,LOC-06,SVC-06,Routine,Client,Phone,2026-07-07,15.3,Low,1,0,7,1,28,340
REQ-006775,LOC-02,SVC-05,Priority,Case Manager,Case Manager,2026-07-07,30.1,Medium,1,0,7,1,28,340
REQ-006776,LOC-07,SVC-05,Priority,Client,Phone,2026-07-07,37.8,Medium,1,0,7,1,28,340
REQ-006777,LOC-01,SVC-09,Priority,Client,Phone,2026-07-07,18.0,Low,1,0,7,1,28,340
REQ-006778,LOC-09,SVC-05,Routine,Client,Referral,2026-07-07,1.4,Low,1,0,7,1,28,340
REQ-006779,LOC-01,SVC-09,Priority,Family Member,Referral,2026-07-07,22.7,Low,1,0,7,1,28,340
REQ-006780,LOC-03,SVC-07,Priority,Client,Referral,2026-07-07,27.2,Medium,1,0,7,1,28,340
REQ-006781,LOC-06,SVC-05,Routine,Client,Phone,2026-07-07,28.9,Low,1,0,7,1,28,340
REQ-006782,LOC-05,SVC-03,Priority,Case Manager,Phone,2026-07-07,34.8,Medium,1,0,7,1,28,340
REQ-006783,LOC-03,SVC-09,Routine,Client,Portal,2026-07-07,18.9,Low,1,0,7,1,28,340
REQ-006784,LOC-03,SVC-06,Priority,Family Member,Case Manager,2026-07-07,34.4,Medium,1,0,7,1,28,340
REQ-006785,LOC-10,SVC-07,Routine,Client,Portal,2026-07-07,16.8,Low,1,0,7,1,28,340
REQ-006786,LOC-05,SVC-02,Priority,Client,Referral,2026-07-08,64.1,High,2,0,7,1,28,341
REQ-006787,LOC-03,SVC-05,Routine,Client,Phone,2026-07-08,18.8,Low,2,0,7,1,28,341
REQ-006789,LOC-10,SVC-05,Routine,Client,Portal,2026-07-08,3.9,Low,2,0,7,1,28,341
REQ-006791,LOC-06,SVC-01,Priority,Case Manager,Referral,2026-07-08,45.2,Medium,2,0,7,1,28,341
REQ-006792,LOC-02,SVC-04,Urgent,Case Manager,Case Manager,2026-07-08,71.2,High,2,0,7,1,28,341
REQ-006793,LOC-01,SVC-01,Priority,Case Manager,Referral,2026-07-08,29.5,Medium,2,0,7,1,28,341
REQ-006794,LOC-06,SVC-02,Routine,GP / Clinician,Phone,2026-07-08,13.3,Low,2,0,7,1,28,341
REQ-006795,LOC-07,SVC-06,Urgent,Client,Referral,2026-07-08,87.9,Critical,2,0,7,1,28,341
REQ-006796,LOC-01,SVC-05,Routine,Client,Portal,2026-07-08,50.2,Medium,2,0,7,1,28,341
REQ-006797,LOC-09,SVC-07,Urgent,Client,Portal,2026-07-08,68.1,High,2,0,7,1,28,341
REQ-006798,LOC-06,SVC-03,Routine,Client,Portal,2026-07-08,16.8,Low,2,0,7,1,28,341
REQ-006799,LOC-06,SVC-05,Routine,Client,Phone,2026-07-08,11.7,Low,2,0,7,1,28,341
REQ-006800,LOC-10,SVC-01,Priority,Case Manager,Portal,2026-07-08,61.8,High,2,0,7,1,28,341
