request_id,requested_date,scheduled_date,completed_date,waiting_hours_to_schedule,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-005334,2026-05-07,2026-05-07,,16.2,0.68,72,True
REQ-005335,2026-05-07,2026-05-07,,3.4,0.14,168,True
REQ-005336,2026-05-07,2026-05-09,2026-05-09,59.1,2.46,218,True
REQ-005337,2026-05-07,2026-05-07,2026-05-07,4.0,0.17,4,False
REQ-005338,2026-05-07,2026-05-07,,4.4,0.18,72,True
REQ-005339,2026-05-07,2026-05-08,,33.7,1.41,168,True
REQ-005340,2026-05-07,2026-05-07,2026-05-07,16.3,0.68,94,True
REQ-005341,2026-05-07,2026-05-07,,23.7,0.99,94,True
REQ-005342,2026-05-07,2026-05-08,,37.8,1.58,168,True
REQ-005343,2026-05-07,2026-05-07,2026-05-07,6.0,0.25,72,True
REQ-005344,2026-05-07,2026-05-08,2026-05-08,28.1,1.17,185,True
REQ-005345,2026-05-07,2026-05-07,,13.3,0.55,24,True
REQ-005346,2026-05-07,2026-05-08,,27.3,1.14,168,True
REQ-005348,2026-05-07,2026-05-08,,24.7,1.03,72,True
REQ-005349,2026-05-07,2026-05-07,2026-05-07,16.8,0.7,31,True
REQ-005350,2026-05-07,2026-05-07,2026-05-07,22.2,0.92,26,True
REQ-005351,2026-05-07,2026-05-08,2026-05-08,26.6,1.11,168,True
REQ-005352,2026-05-07,2026-05-10,,72.6,3.02,218,True
REQ-005353,2026-05-07,2026-05-07,2026-05-07,10.4,0.43,4,False
REQ-005354,2026-05-07,2026-05-07,,17.7,0.74,185,True
REQ-005355,2026-05-07,2026-05-08,,45.0,1.88,185,True
REQ-005356,2026-05-07,2026-05-10,2026-05-10,77.1,3.21,168,True
REQ-005357,2026-05-07,2026-05-07,2026-05-07,22.7,0.95,185,True
REQ-005358,2026-05-07,2026-05-07,,16.6,0.69,218,True
REQ-005359,2026-05-07,2026-05-07,2026-05-07,4.8,0.2,5,True
REQ-005360,2026-05-07,2026-05-07,,19.8,0.83,26,True
REQ-005361,2026-05-07,2026-05-09,2026-05-09,51.8,2.16,218,True
REQ-005362,2026-05-07,2026-05-07,2026-05-07,6.7,0.28,168,True
REQ-005363,2026-05-08,2026-05-08,,16.4,0.68,31,True
REQ-005364,2026-05-08,2026-05-08,,4.5,0.19,168,True
REQ-005365,2026-05-08,2026-05-08,,23.0,0.96,72,True
REQ-005367,2026-05-08,2026-05-08,,1.9,0.08,72,True
REQ-005368,2026-05-08,2026-05-09,,32.9,1.37,218,True
REQ-005369,2026-05-08,2026-05-09,2026-05-09,28.7,1.2,185,True
REQ-005370,2026-05-08,2026-05-08,,14.4,0.6,31,True
REQ-005371,2026-05-08,2026-05-08,,10.2,0.42,31,True
REQ-005372,2026-05-08,2026-05-10,2026-05-10,68.2,2.84,185,True
REQ-005373,2026-05-08,2026-05-09,,30.5,1.27,218,True
REQ-005374,2026-05-08,2026-05-09,2026-05-09,42.7,1.78,72,True
REQ-005375,2026-05-08,2026-05-10,2026-05-10,60.4,2.52,185,True
REQ-005376,2026-05-08,2026-05-10,,54.3,2.26,168,True
REQ-005377,2026-05-08,2026-05-09,2026-05-09,27.8,1.16,72,True
REQ-005378,2026-05-08,2026-05-08,2026-05-08,18.1,0.75,4,False
REQ-005379,2026-05-08,2026-05-09,2026-05-09,37.2,1.55,72,True
REQ-005380,2026-05-08,2026-05-09,2026-05-09,31.8,1.32,72,True
REQ-005381,2026-05-08,2026-05-09,,27.1,1.13,185,True
REQ-005382,2026-05-08,2026-05-08,,3.3,0.14,168,True
REQ-005383,2026-05-08,2026-05-09,,24.6,1.03,185,True
REQ-005384,2026-05-08,2026-05-09,,25.9,1.08,94,True
REQ-005385,2026-05-08,2026-05-08,,6.6,0.28,168,True
REQ-005386,2026-05-08,2026-05-09,,38.8,1.62,94,True
REQ-005387,2026-05-08,2026-05-08,,15.4,0.64,26,True
REQ-005388,2026-05-09,2026-05-10,2026-05-10,27.0,1.13,168,True
REQ-005389,2026-05-09,2026-05-09,2026-05-09,2.4,0.1,4,True
REQ-005390,2026-05-09,2026-05-13,,104.8,4.37,185,True
REQ-005391,2026-05-09,2026-05-11,,64.5,2.69,218,True
REQ-005392,2026-05-09,2026-05-09,,1.8,0.07,218,True
REQ-005393,2026-05-09,2026-05-09,2026-05-09,15.5,0.65,72,True
REQ-005394,2026-05-09,2026-05-09,,12.5,0.52,26,True
REQ-005395,2026-05-09,2026-05-09,2026-05-09,22.1,0.92,94,True
REQ-005396,2026-05-09,2026-05-09,2026-05-09,0.5,0.02,4,True
REQ-005397,2026-05-10,2026-05-11,,34.7,1.45,168,True
REQ-005398,2026-05-10,2026-05-10,,17.5,0.73,31,True
REQ-005399,2026-05-10,2026-05-12,,66.3,2.76,218,True
REQ-005400,2026-05-10,2026-05-10,2026-05-10,9.8,0.41,26,True
REQ-005401,2026-05-10,2026-05-10,2026-05-10,13.5,0.56,168,True
REQ-005402,2026-05-10,2026-05-11,2026-05-11,35.3,1.47,26,False
REQ-005403,2026-05-10,2026-05-10,2026-05-10,6.8,0.28,31,True
REQ-005404,2026-05-10,2026-05-10,2026-05-10,5.2,0.22,72,True
REQ-005405,2026-05-10,2026-05-10,,9.0,0.38,72,True
REQ-005406,2026-05-10,2026-05-11,,32.0,1.33,168,True
REQ-005407,2026-05-10,2026-05-11,2026-05-11,30.4,1.27,79,True
REQ-005408,2026-05-10,2026-05-10,2026-05-10,6.2,0.26,72,True
REQ-005409,2026-05-10,2026-05-10,,4.2,0.17,5,True
REQ-005410,2026-05-10,2026-05-11,2026-05-11,28.8,1.2,168,True
REQ-005411,2026-05-10,2026-05-10,,10.8,0.45,168,True
REQ-005412,2026-05-11,2026-05-11,2026-05-11,19.8,0.82,72,True
REQ-005413,2026-05-11,2026-05-12,2026-05-12,28.0,1.17,168,True
REQ-005414,2026-05-11,2026-05-12,2026-05-12,30.9,1.29,72,True
REQ-005415,2026-05-11,2026-05-11,2026-05-11,12.5,0.52,168,True
REQ-005416,2026-05-11,2026-05-13,2026-05-13,64.4,2.69,79,True
REQ-005417,2026-05-11,2026-05-11,,3.8,0.16,26,True
REQ-005418,2026-05-11,2026-05-12,,44.5,1.85,94,True
REQ-005419,2026-05-11,2026-05-13,,56.4,2.35,185,True
REQ-005420,2026-05-11,2026-05-12,,42.1,1.75,168,True
REQ-005421,2026-05-11,2026-05-11,2026-05-11,8.5,0.36,26,True
REQ-005422,2026-05-11,2026-05-11,2026-05-11,10.8,0.45,4,False
REQ-005423,2026-05-11,2026-05-12,2026-05-12,26.0,1.08,94,True
REQ-005424,2026-05-11,2026-05-11,,11.9,0.5,168,True
REQ-005425,2026-05-11,2026-05-12,2026-05-12,36.8,1.53,94,True
REQ-005426,2026-05-11,2026-05-15,2026-05-15,113.4,4.73,79,False
REQ-005427,2026-05-11,2026-05-12,2026-05-12,31.0,1.29,218,True
REQ-005428,2026-05-11,2026-05-11,2026-05-11,20.7,0.86,168,True
REQ-005429,2026-05-11,2026-05-12,2026-05-12,31.8,1.33,72,True
REQ-005430,2026-05-11,2026-05-11,,23.1,0.96,31,True
REQ-005431,2026-05-11,2026-05-12,2026-05-12,39.4,1.64,168,True
REQ-005432,2026-05-11,2026-05-12,2026-05-12,36.3,1.51,185,True
REQ-005433,2026-05-11,2026-05-12,2026-05-12,30.2,1.26,94,True
REQ-005434,2026-05-11,2026-05-12,,28.2,1.17,168,True
REQ-005435,2026-05-12,2026-05-12,2026-05-12,19.2,0.8,94,True
REQ-005436,2026-05-12,2026-05-12,2026-05-12,17.4,0.72,168,True
REQ-005437,2026-05-12,2026-05-12,2026-05-12,13.8,0.57,168,True
REQ-005438,2026-05-12,2026-05-12,,11.9,0.49,31,True
REQ-005440,2026-05-12,2026-05-12,,19.5,0.81,168,True
REQ-005441,2026-05-12,2026-05-12,2026-05-12,22.4,0.93,218,True
REQ-005442,2026-05-12,2026-05-16,2026-05-16,99.2,4.14,218,True
REQ-005443,2026-05-12,2026-05-12,,18.6,0.78,168,True
REQ-005444,2026-05-12,2026-05-12,,9.3,0.39,168,True
REQ-005445,2026-05-12,2026-05-12,2026-05-12,11.8,0.49,31,True
REQ-005446,2026-05-12,2026-05-12,,15.5,0.65,26,True
REQ-005447,2026-05-12,2026-05-13,2026-05-13,35.7,1.49,168,True
REQ-005448,2026-05-12,2026-05-13,2026-05-13,25.6,1.07,94,True
REQ-005449,2026-05-12,2026-05-13,,25.4,1.06,168,True
REQ-005450,2026-05-12,2026-05-12,2026-05-12,1.8,0.07,72,True
REQ-005451,2026-05-12,2026-05-13,,24.4,1.02,218,True
REQ-005452,2026-05-12,2026-05-13,2026-05-13,34.4,1.43,94,True
REQ-005453,2026-05-13,2026-05-13,2026-05-13,18.8,0.78,72,True
REQ-005454,2026-05-13,2026-05-14,2026-05-14,30.9,1.29,168,True
REQ-005455,2026-05-13,2026-05-13,2026-05-13,5.2,0.22,94,True
REQ-005456,2026-05-13,2026-05-15,2026-05-15,70.0,2.92,94,True
REQ-005457,2026-05-13,2026-05-13,,13.3,0.55,168,True
REQ-005458,2026-05-13,2026-05-13,,22.4,0.93,168,True
REQ-005459,2026-05-13,2026-05-13,2026-05-13,1.8,0.08,168,True
REQ-005460,2026-05-13,2026-05-15,,65.1,2.71,185,True
REQ-005461,2026-05-13,2026-05-13,2026-05-13,9.8,0.41,185,True
REQ-005462,2026-05-13,2026-05-14,,42.6,1.78,185,True
REQ-005463,2026-05-13,2026-05-14,2026-05-14,31.7,1.32,24,False
REQ-005464,2026-05-13,2026-05-14,,42.3,1.76,218,True
REQ-005465,2026-05-13,2026-05-14,2026-05-14,34.8,1.45,218,True
REQ-005466,2026-05-13,2026-05-13,2026-05-13,20.2,0.84,185,True
REQ-005467,2026-05-13,2026-05-15,2026-05-15,48.7,2.03,168,True
REQ-005469,2026-05-13,2026-05-14,2026-05-14,32.9,1.37,168,True
REQ-005470,2026-05-13,2026-05-15,,55.6,2.32,168,True
REQ-005471,2026-05-13,2026-05-15,,51.0,2.13,72,True
REQ-005472,2026-05-13,2026-05-14,2026-05-14,47.2,1.97,168,True
REQ-005473,2026-05-13,2026-05-15,,65.1,2.71,185,True
REQ-005474,2026-05-13,2026-05-14,,24.2,1.01,72,True
REQ-005475,2026-05-13,2026-05-14,,39.1,1.63,72,True
REQ-005476,2026-05-13,2026-05-13,2026-05-13,20.8,0.86,24,True
REQ-005477,2026-05-13,2026-05-13,2026-05-13,16.5,0.69,72,True
REQ-005478,2026-05-13,2026-05-13,2026-05-13,7.3,0.3,4,False
REQ-005479,2026-05-13,2026-05-13,2026-05-13,8.9,0.37,94,True
REQ-005480,2026-05-13,2026-05-13,2026-05-13,10.2,0.43,4,False
REQ-005482,2026-05-14,2026-05-14,2026-05-14,14.9,0.62,79,True
REQ-005483,2026-05-14,2026-05-17,2026-05-17,75.7,3.15,218,True
REQ-005485,2026-05-14,2026-05-14,2026-05-14,19.4,0.81,168,True
REQ-005486,2026-05-14,2026-05-15,2026-05-15,42.8,1.78,168,True
REQ-005487,2026-05-14,2026-05-15,2026-05-15,34.3,1.43,218,True
REQ-005488,2026-05-14,2026-05-15,2026-05-15,41.9,1.75,185,True
REQ-005489,2026-05-14,2026-05-15,2026-05-15,27.8,1.16,94,True
REQ-005490,2026-05-14,2026-05-14,2026-05-14,12.2,0.51,72,True
REQ-005491,2026-05-14,2026-05-14,,20.5,0.85,168,True
REQ-005492,2026-05-14,2026-05-14,2026-05-14,8.3,0.35,79,True
REQ-005493,2026-05-14,2026-05-16,,48.4,2.02,72,True
REQ-005494,2026-05-14,2026-05-14,,12.2,0.51,168,True
REQ-005495,2026-05-14,2026-05-15,2026-05-15,30.0,1.25,185,True
REQ-005496,2026-05-14,2026-05-16,2026-05-16,60.6,2.53,94,True
REQ-005497,2026-05-14,2026-05-14,2026-05-14,13.3,0.55,94,True
REQ-005498,2026-05-14,2026-05-14,,13.3,0.55,168,True
REQ-005499,2026-05-14,2026-05-14,2026-05-14,11.8,0.49,4,False
REQ-005500,2026-05-14,2026-05-14,2026-05-14,13.8,0.57,24,True
REQ-005501,2026-05-14,2026-05-14,,11.8,0.49,168,True
REQ-005502,2026-05-14,2026-05-15,2026-05-15,34.0,1.42,218,True
REQ-005504,2026-05-14,2026-05-14,2026-05-14,15.6,0.65,168,True
REQ-005505,2026-05-15,2026-05-15,2026-05-15,12.8,0.53,72,True
REQ-005506,2026-05-15,2026-05-16,2026-05-16,35.3,1.47,24,False
REQ-005507,2026-05-15,2026-05-17,2026-05-17,57.9,2.41,218,True
REQ-005508,2026-05-15,2026-05-17,2026-05-17,58.0,2.42,185,True
REQ-005509,2026-05-15,2026-05-17,,56.8,2.37,168,True
REQ-005510,2026-05-15,2026-05-16,,33.5,1.39,94,True
REQ-005511,2026-05-15,2026-05-15,2026-05-15,9.0,0.37,168,True
REQ-005513,2026-05-15,2026-05-16,2026-05-16,39.1,1.63,218,True
REQ-005514,2026-05-15,2026-05-16,2026-05-16,31.1,1.3,218,True
REQ-005515,2026-05-15,2026-05-16,2026-05-16,34.4,1.43,4,False
REQ-005516,2026-05-15,2026-05-15,,8.6,0.36,185,True
REQ-005517,2026-05-15,2026-05-15,2026-05-15,14.1,0.59,31,True
REQ-005518,2026-05-15,2026-05-18,2026-05-18,90.2,3.76,185,True
REQ-005519,2026-05-15,2026-05-15,2026-05-15,1.8,0.08,31,True
REQ-005520,2026-05-15,2026-05-18,,84.3,3.51,218,True
REQ-005521,2026-05-15,2026-05-16,2026-05-16,31.5,1.31,72,True
REQ-005522,2026-05-15,2026-05-16,2026-05-16,31.9,1.33,4,False
REQ-005523,2026-05-15,2026-05-15,,6.6,0.28,5,False
REQ-005524,2026-05-15,2026-05-16,2026-05-16,38.1,1.59,26,False
REQ-005525,2026-05-15,2026-05-16,2026-05-16,46.9,1.95,79,True
REQ-005526,2026-05-15,2026-05-15,2026-05-15,22.7,0.95,168,True
REQ-005527,2026-05-15,2026-05-17,,60.9,2.54,185,True
REQ-005528,2026-05-15,2026-05-16,2026-05-16,34.4,1.44,5,False
REQ-005529,2026-05-15,2026-05-16,2026-05-16,24.1,1.01,218,True
REQ-005530,2026-05-15,2026-05-18,2026-05-18,77.7,3.24,94,True
REQ-005531,2026-05-15,2026-05-15,,12.7,0.53,218,True
REQ-005532,2026-05-15,2026-05-15,,8.9,0.37,79,True
REQ-005533,2026-05-15,2026-05-18,2026-05-18,72.2,3.01,72,False
REQ-005534,2026-05-15,2026-05-16,,25.0,1.04,79,True
REQ-005535,2026-05-15,2026-05-15,,9.5,0.39,168,True
REQ-005536,2026-05-15,2026-05-15,,23.6,0.98,72,True
REQ-005537,2026-05-16,2026-05-16,,6.6,0.27,218,True
REQ-005538,2026-05-16,2026-05-16,2026-05-16,10.8,0.45,24,True
REQ-005539,2026-05-16,2026-05-17,,41.1,1.71,79,True
REQ-005540,2026-05-16,2026-05-16,2026-05-16,6.9,0.29,218,True
REQ-005541,2026-05-16,2026-05-17,,26.2,1.09,26,False
REQ-005542,2026-05-16,2026-05-17,2026-05-17,24.2,1.01,94,True
REQ-005543,2026-05-16,2026-05-19,,85.9,3.58,168,True
REQ-005544,2026-05-16,2026-05-16,2026-05-16,14.3,0.6,185,True
REQ-005545,2026-05-16,2026-05-16,2026-05-16,20.8,0.86,72,True
REQ-005546,2026-05-16,2026-05-17,,33.2,1.38,185,True
REQ-005547,2026-05-16,2026-05-16,,23.7,0.99,218,True
REQ-005548,2026-05-16,2026-05-16,2026-05-16,13.8,0.57,72,True
REQ-005549,2026-05-16,2026-05-17,2026-05-17,28.7,1.19,94,True
REQ-005550,2026-05-16,2026-05-16,2026-05-16,14.6,0.61,24,True
REQ-005551,2026-05-16,2026-05-17,2026-05-17,30.2,1.26,79,True
REQ-005552,2026-05-17,2026-05-18,,25.7,1.07,168,True
REQ-005553,2026-05-17,2026-05-22,2026-05-22,122.5,5.1,168,True
REQ-005554,2026-05-17,2026-05-20,2026-05-20,82.7,3.45,72,False
REQ-005555,2026-05-17,2026-05-18,,42.1,1.75,168,True
REQ-005556,2026-05-17,2026-05-17,2026-05-17,23.7,0.99,94,True
REQ-005558,2026-05-17,2026-05-18,2026-05-18,34.4,1.43,94,True
REQ-005559,2026-05-17,2026-05-17,,3.6,0.15,185,True
REQ-005560,2026-05-17,2026-05-17,2026-05-17,4.5,0.19,5,True
REQ-005561,2026-05-17,2026-05-17,2026-05-17,23.3,0.97,94,True
REQ-005562,2026-05-17,2026-05-18,2026-05-18,40.9,1.7,185,True
REQ-005563,2026-05-17,2026-05-17,2026-05-17,11.3,0.47,24,True
REQ-005564,2026-05-17,2026-05-17,2026-05-17,13.1,0.54,31,True
REQ-005565,2026-05-17,2026-05-19,2026-05-19,61.0,2.54,79,True
REQ-005566,2026-05-18,2026-05-18,,13.3,0.55,94,True
REQ-005567,2026-05-18,2026-05-18,2026-05-18,13.2,0.55,4,False
REQ-005568,2026-05-18,2026-05-18,2026-05-18,23.3,0.97,185,True
REQ-005569,2026-05-18,2026-05-18,,22.2,0.93,218,True
REQ-005570,2026-05-18,2026-05-21,,85.1,3.55,185,True
REQ-005571,2026-05-18,2026-05-18,2026-05-18,21.9,0.91,79,True
REQ-005572,2026-05-18,2026-05-20,2026-05-20,67.6,2.81,218,True
REQ-005576,2026-05-18,2026-05-19,,36.9,1.54,185,True
REQ-005577,2026-05-18,2026-05-18,,2.2,0.09,185,True
REQ-005578,2026-05-18,2026-05-18,,3.1,0.13,168,True
REQ-005579,2026-05-18,2026-05-19,2026-05-19,40.6,1.69,218,True
REQ-005580,2026-05-18,2026-05-18,2026-05-18,13.6,0.57,168,True
REQ-005581,2026-05-18,2026-05-19,2026-05-19,27.3,1.14,168,True
REQ-005582,2026-05-18,2026-05-18,2026-05-18,15.6,0.65,72,True
REQ-005583,2026-05-18,2026-05-18,2026-05-18,15.7,0.65,4,False
REQ-005584,2026-05-18,2026-05-18,,10.0,0.41,168,True
REQ-005585,2026-05-18,2026-05-21,,86.7,3.61,168,True
REQ-005586,2026-05-18,2026-05-19,,36.5,1.52,72,True
REQ-005588,2026-05-19,2026-05-19,2026-05-19,20.9,0.87,168,True
REQ-005589,2026-05-19,2026-05-19,2026-05-19,17.0,0.71,168,True
REQ-005590,2026-05-19,2026-05-19,2026-05-19,21.8,0.91,31,True
REQ-005591,2026-05-19,2026-05-20,,45.1,1.88,168,True
REQ-005592,2026-05-19,2026-05-20,,47.7,1.99,185,True
REQ-005593,2026-05-19,2026-05-19,2026-05-19,5.3,0.22,185,True
REQ-005595,2026-05-19,2026-05-20,2026-05-20,30.6,1.27,185,True
REQ-005596,2026-05-19,2026-05-19,2026-05-19,18.5,0.77,168,True
REQ-005597,2026-05-19,2026-05-20,,28.1,1.17,218,True
REQ-005598,2026-05-19,2026-05-21,2026-05-21,49.8,2.07,31,False
REQ-005599,2026-05-19,2026-05-22,2026-05-22,79.5,3.31,218,True
REQ-005600,2026-05-19,2026-05-19,2026-05-19,14.9,0.62,168,True
REQ-005601,2026-05-19,2026-05-21,2026-05-21,64.7,2.7,218,True
REQ-005602,2026-05-19,2026-05-20,2026-05-20,26.8,1.12,168,True
REQ-005603,2026-05-19,2026-05-20,2026-05-20,32.8,1.37,168,True
REQ-005605,2026-05-19,2026-05-21,2026-05-21,59.7,2.49,218,True
REQ-005606,2026-05-19,2026-05-21,2026-05-21,50.4,2.1,218,True
REQ-005607,2026-05-19,2026-05-19,2026-05-19,15.1,0.63,72,True
REQ-005608,2026-05-19,2026-05-20,2026-05-20,25.5,1.06,72,True
REQ-005609,2026-05-19,2026-05-19,2026-05-19,22.7,0.95,79,True
REQ-005610,2026-05-19,2026-05-19,2026-05-19,13.5,0.56,94,True
REQ-005611,2026-05-19,2026-05-19,2026-05-19,15.3,0.64,185,True
REQ-005612,2026-05-19,2026-05-19,,19.0,0.79,72,True
REQ-005613,2026-05-20,2026-05-20,2026-05-20,22.7,0.95,218,True
REQ-005614,2026-05-20,2026-05-20,,7.3,0.3,218,True
REQ-005615,2026-05-20,2026-05-21,,27.8,1.16,72,True
REQ-005616,2026-05-20,2026-05-21,2026-05-21,46.1,1.92,79,True
REQ-005617,2026-05-20,2026-05-20,2026-05-20,19.3,0.8,168,True
REQ-005618,2026-05-20,2026-05-22,2026-05-22,65.4,2.72,26,False
REQ-005619,2026-05-20,2026-05-20,,3.7,0.15,94,True
REQ-005620,2026-05-20,2026-05-21,,47.4,1.97,72,True
REQ-005621,2026-05-20,2026-05-20,2026-05-20,15.5,0.64,168,True
REQ-005622,2026-05-20,2026-05-21,,27.9,1.16,218,True
REQ-005623,2026-05-20,2026-05-21,,24.9,1.04,26,True
REQ-005624,2026-05-20,2026-05-21,2026-05-21,40.2,1.68,168,True
REQ-005625,2026-05-20,2026-05-20,2026-05-20,21.8,0.91,26,True
REQ-005627,2026-05-20,2026-05-21,2026-05-21,31.9,1.33,185,True
REQ-005628,2026-05-20,2026-05-22,,62.4,2.6,168,True
REQ-005629,2026-05-20,2026-05-21,,33.2,1.39,168,True
REQ-005630,2026-05-20,2026-05-20,2026-05-20,3.2,0.13,168,True
REQ-005631,2026-05-20,2026-05-21,,39.6,1.65,26,False
REQ-005632,2026-05-20,2026-05-20,2026-05-20,22.7,0.95,168,True
REQ-005633,2026-05-20,2026-05-23,,73.4,3.06,168,True
REQ-005634,2026-05-20,2026-05-21,2026-05-21,37.4,1.56,24,False
REQ-005635,2026-05-21,2026-05-21,2026-05-21,17.0,0.71,168,True
REQ-005636,2026-05-21,2026-05-23,2026-05-23,57.2,2.38,185,True
REQ-005637,2026-05-21,2026-05-22,2026-05-22,28.2,1.18,72,True
REQ-005638,2026-05-21,2026-05-25,,106.4,4.43,168,True
REQ-005639,2026-05-21,2026-05-21,2026-05-21,2.8,0.12,24,True
REQ-005640,2026-05-21,2026-05-23,,64.2,2.68,168,True
REQ-005641,2026-05-21,2026-05-24,2026-05-24,72.4,3.02,218,True
REQ-005642,2026-05-21,2026-05-21,,21.7,0.91,218,True
REQ-005643,2026-05-21,2026-05-21,2026-05-21,16.1,0.67,168,True
REQ-005644,2026-05-21,2026-05-22,,31.0,1.29,72,True
REQ-005645,2026-05-21,2026-05-22,,42.1,1.76,168,True
REQ-005646,2026-05-21,2026-05-23,2026-05-23,66.3,2.76,218,True
REQ-005647,2026-05-21,2026-05-21,,14.2,0.59,218,True
REQ-005648,2026-05-21,2026-05-21,2026-05-21,6.2,0.26,5,False
REQ-005649,2026-05-21,2026-05-22,,35.3,1.47,168,True
REQ-005650,2026-05-21,2026-05-22,,39.2,1.63,168,True
REQ-005651,2026-05-21,2026-05-23,2026-05-23,52.3,2.18,4,False
REQ-005652,2026-05-21,2026-05-21,2026-05-21,20.6,0.86,168,True
REQ-005653,2026-05-21,2026-05-21,,13.9,0.58,168,True
REQ-005654,2026-05-21,2026-05-23,2026-05-23,59.8,2.49,218,True
REQ-005655,2026-05-21,2026-05-21,,17.9,0.75,185,True
REQ-005656,2026-05-21,2026-05-22,2026-05-22,42.0,1.75,218,True
REQ-005657,2026-05-21,2026-05-21,2026-05-21,10.5,0.44,79,True
REQ-005658,2026-05-21,2026-05-24,2026-05-24,83.2,3.47,218,True
REQ-005659,2026-05-21,2026-05-22,,30.3,1.26,168,True
REQ-005660,2026-05-21,2026-05-22,2026-05-22,28.8,1.2,72,True
REQ-005661,2026-05-21,2026-05-24,2026-05-24,86.2,3.59,79,False
REQ-005662,2026-05-21,2026-05-21,,23.3,0.97,168,True
REQ-005663,2026-05-21,2026-05-21,2026-05-21,10.7,0.45,24,True
REQ-005664,2026-05-21,2026-05-23,2026-05-23,55.9,2.33,94,True
REQ-005665,2026-05-21,2026-05-22,,29.2,1.21,24,False
REQ-005667,2026-05-21,2026-05-24,2026-05-24,73.4,3.06,168,True
REQ-005668,2026-05-21,2026-05-23,2026-05-23,66.4,2.76,185,True
REQ-005669,2026-05-21,2026-05-22,,47.0,1.96,168,True
REQ-005670,2026-05-21,2026-05-21,,8.0,0.33,31,True
REQ-005671,2026-05-21,2026-05-21,2026-05-21,18.9,0.79,24,True
REQ-005672,2026-05-21,2026-05-22,,28.2,1.17,31,True
REQ-005673,2026-05-22,2026-05-23,2026-05-23,29.2,1.22,24,False
REQ-005674,2026-05-22,2026-05-24,,50.6,2.11,168,True
REQ-005675,2026-05-22,2026-05-22,,17.4,0.72,72,True
REQ-005676,2026-05-22,2026-05-25,2026-05-25,79.3,3.3,168,True
REQ-005677,2026-05-22,2026-05-22,,16.3,0.68,24,True
REQ-005678,2026-05-22,2026-05-23,2026-05-23,33.0,1.37,72,True
REQ-005679,2026-05-22,2026-05-23,2026-05-23,47.3,1.97,168,True
REQ-005680,2026-05-22,2026-05-25,,75.7,3.15,26,False
REQ-005681,2026-05-22,2026-05-23,,25.4,1.06,218,True
REQ-005682,2026-05-22,2026-05-23,,35.9,1.49,72,True
REQ-005683,2026-05-22,2026-05-24,2026-05-24,56.8,2.37,79,True
REQ-005684,2026-05-22,2026-05-22,,18.0,0.75,168,True
REQ-005685,2026-05-22,2026-05-22,,12.3,0.51,168,True
REQ-005686,2026-05-22,2026-05-22,2026-05-22,4.3,0.18,79,True
REQ-005687,2026-05-22,2026-05-22,2026-05-22,6.2,0.26,72,True
REQ-005688,2026-05-22,2026-05-26,2026-05-26,119.1,4.96,72,False
REQ-005689,2026-05-22,2026-05-22,2026-05-22,24.0,1.0,31,True
REQ-005690,2026-05-22,2026-05-25,2026-05-25,88.4,3.69,94,True
REQ-005691,2026-05-22,2026-05-23,2026-05-23,31.0,1.29,72,True
REQ-005692,2026-05-22,2026-05-24,,48.6,2.02,185,True
REQ-005693,2026-05-22,2026-05-23,2026-05-23,38.5,1.61,72,True
REQ-005694,2026-05-22,2026-05-22,,15.1,0.63,218,True
REQ-005695,2026-05-22,2026-05-26,2026-05-26,119.4,4.98,218,True
REQ-005696,2026-05-22,2026-05-22,,11.4,0.48,4,False
REQ-005697,2026-05-22,2026-05-24,2026-05-24,60.6,2.53,168,True
REQ-005698,2026-05-22,2026-05-22,,22.5,0.94,168,True
REQ-005700,2026-05-23,2026-05-25,2026-05-25,53.0,2.21,79,True
REQ-005701,2026-05-23,2026-05-24,,47.6,1.98,168,True
REQ-005702,2026-05-23,2026-05-23,,17.1,0.71,168,True
REQ-005703,2026-05-23,2026-05-23,2026-05-23,16.9,0.7,79,True
REQ-005704,2026-05-23,2026-05-23,2026-05-23,16.8,0.7,168,True
REQ-005705,2026-05-23,2026-05-24,,39.7,1.66,168,True
REQ-005706,2026-05-23,2026-05-23,2026-05-23,5.8,0.24,4,False
REQ-005707,2026-05-23,2026-05-24,2026-05-24,34.7,1.45,185,True
REQ-005708,2026-05-24,2026-05-26,2026-05-26,66.6,2.78,218,True
REQ-005709,2026-05-24,2026-05-24,,16.4,0.68,218,True
REQ-005710,2026-05-24,2026-05-25,,34.1,1.42,72,True
REQ-005711,2026-05-24,2026-05-24,2026-05-24,15.7,0.66,72,True
REQ-005712,2026-05-24,2026-05-24,,14.1,0.59,218,True
REQ-005714,2026-05-24,2026-05-26,2026-05-26,56.2,2.34,168,True
REQ-005715,2026-05-24,2026-05-24,2026-05-24,8.8,0.37,94,True
REQ-005716,2026-05-24,2026-05-28,2026-05-28,116.9,4.87,185,True
REQ-005718,2026-05-25,2026-05-28,2026-05-28,75.7,3.16,94,True
REQ-005719,2026-05-25,2026-05-25,,7.3,0.3,26,True
REQ-005720,2026-05-25,2026-05-25,,6.6,0.28,218,True
REQ-005721,2026-05-25,2026-05-25,2026-05-25,5.3,0.22,4,False
REQ-005722,2026-05-25,2026-05-26,2026-05-26,40.4,1.68,94,True
REQ-005723,2026-05-25,2026-05-26,2026-05-26,43.2,1.8,218,True
