cancellation_id,appointment_id,cancelled_by,cancellation_reason,notice_hours,rebooked_flag
CAN-01477,APT-004932,Organisation,Client declined,0.0,True
CAN-01478,APT-004945,Client,Other,35.4,True
CAN-01479,APT-004946,Client,Client unwell,21.6,True
CAN-01480,APT-004949,Client,Weather,0.0,True
CAN-01481,APT-004950,Client,Weather,31.8,False
CAN-01482,APT-004953,Client,Client declined,17.4,False
CAN-01483,APT-004954,Client,Weather,2.8,True
CAN-01484,APT-004955,Client,Other,23.4,True
CAN-01485,APT-004960,Employee,Staff illness,71.4,True
CAN-01486,APT-004964,Employee,Staff illness,3.2,False
CAN-01487,APT-004965,Organisation,Staff illness,10.1,True
CAN-01488,APT-004969,Client,Duplicate booking,19.0,True
CAN-01489,APT-004972,Organisation,Duplicate booking,6.5,False
CAN-01490,APT-004976,Employee,Client unavailable,0.0,True
CAN-01491,APT-004981,Client,Client unwell,0.0,True
CAN-01492,APT-004983,Client,Weather,14.7,True
CAN-01493,APT-004984,Employee,Weather,45.7,True
CAN-01494,APT-004987,Client,Other,0.0,False
CAN-01495,APT-004989,Client,Client unavailable,19.8,False
CAN-01496,APT-004992,Organisation,Weather,50.9,True
CAN-01497,APT-004993,Employee,Client declined,18.3,False
CAN-01498,APT-004994,Client,Client unwell,4.3,True
CAN-01499,APT-004995,Employee,Transport issue,0.0,True
CAN-01500,APT-004998,Client,Staff illness,2.0,True
CAN-01501,APT-004999,Client,Duplicate booking,41.1,True
CAN-01502,APT-005001,Employee,Client declined,0.0,True
CAN-01503,APT-005009,Employee,Transport issue,40.8,True
CAN-01504,APT-005010,Client,Other,3.6,True
CAN-01505,APT-005011,Client,Other,17.7,True
CAN-01506,APT-005013,Organisation,Other,26.4,True
CAN-01507,APT-005014,Organisation,Client declined,9.6,True
CAN-01508,APT-005015,Organisation,Transport issue,1.1,True
CAN-01509,APT-005018,Client,Weather,36.7,False
CAN-01510,APT-005019,Employee,Client declined,29.9,True
CAN-01511,APT-005020,Employee,Staff illness,0.0,True
CAN-01512,APT-005022,Client,Other,40.6,True
CAN-01513,APT-005025,Client,Duplicate booking,9.2,True
CAN-01514,APT-005026,Organisation,Weather,12.0,True
CAN-01515,APT-005027,Client,Staff illness,0.0,True
CAN-01516,APT-005033,Client,Staff illness,20.5,True
CAN-01517,APT-005034,Client,Client unwell,0.0,True
CAN-01518,APT-005037,Employee,Transport issue,3.9,True
CAN-01519,APT-005039,Client,Client unwell,0.0,True
CAN-01520,APT-005045,Organisation,Duplicate booking,64.2,True
CAN-01521,APT-005046,Organisation,Other,22.9,False
CAN-01522,APT-005047,Client,Client unwell,8.1,True
CAN-01523,APT-005048,Client,Transport issue,24.7,True
CAN-01524,APT-005052,Employee,Client unavailable,29.1,True
CAN-01525,APT-005058,Client,Client unwell,19.1,False
CAN-01526,APT-005062,Employee,Duplicate booking,22.5,True
CAN-01527,APT-005066,Employee,Staff illness,2.9,False
CAN-01528,APT-005067,Client,Duplicate booking,26.4,True
CAN-01529,APT-005070,Employee,Client unwell,14.5,False
CAN-01530,APT-005071,Client,Transport issue,0.0,True
CAN-01531,APT-005073,Employee,Client unavailable,26.8,False
CAN-01532,APT-005076,Organisation,Client declined,25.9,True
CAN-01533,APT-005078,Client,Transport issue,0.0,True
CAN-01534,APT-005084,Client,Transport issue,22.2,True
CAN-01535,APT-005085,Client,Transport issue,0.0,True
CAN-01536,APT-005087,Client,Weather,34.6,True
CAN-01537,APT-005089,Client,Staff illness,43.0,False
CAN-01538,APT-005091,Client,Client unavailable,50.9,True
CAN-01539,APT-005096,Organisation,Client unwell,48.2,True
CAN-01540,APT-005097,Client,Other,44.0,True
CAN-01541,APT-005099,Client,Client unavailable,11.8,False
CAN-01542,APT-005100,Employee,Client unavailable,33.1,True
CAN-01543,APT-005115,Organisation,Other,18.2,True
CAN-01544,APT-005117,Client,Transport issue,0.0,True
CAN-01545,APT-005118,Client,Duplicate booking,1.7,False
CAN-01546,APT-005122,Employee,Duplicate booking,44.8,True
CAN-01547,APT-005125,Client,Client declined,0.0,True
CAN-01548,APT-005132,Client,Other,20.2,False
CAN-01549,APT-005133,Client,Client unavailable,0.0,True
CAN-01550,APT-005138,Employee,Other,34.3,False
CAN-01551,APT-005142,Organisation,Weather,0.0,False
CAN-01552,APT-005145,Organisation,Weather,5.5,True
CAN-01553,APT-005149,Organisation,Client unwell,5.6,False
CAN-01554,APT-005153,Organisation,Staff illness,22.9,False
CAN-01555,APT-005154,Client,Client unwell,0.0,True
CAN-01556,APT-005156,Employee,Client unavailable,15.3,True
CAN-01557,APT-005157,Employee,Staff illness,18.3,False
CAN-01558,APT-005158,Client,Staff illness,7.1,True
CAN-01559,APT-005159,Organisation,Weather,25.0,True
CAN-01560,APT-005161,Client,Client unavailable,51.0,True
CAN-01561,APT-005163,Client,Client declined,0.0,True
CAN-01562,APT-005165,Client,Client unavailable,33.4,True
CAN-01563,APT-005168,Employee,Client unavailable,38.0,False
CAN-01564,APT-005174,Organisation,Other,10.4,True
CAN-01565,APT-005177,Client,Transport issue,0.0,False
CAN-01566,APT-005180,Organisation,Client declined,22.7,True
CAN-01567,APT-005190,Organisation,Staff illness,38.6,True
CAN-01568,APT-005194,Employee,Client unwell,0.0,True
CAN-01569,APT-005195,Client,Duplicate booking,26.7,False
CAN-01570,APT-005196,Organisation,Weather,0.0,True
CAN-01571,APT-005202,Client,Client unavailable,45.8,True
CAN-01572,APT-005203,Client,Transport issue,26.1,True
CAN-01573,APT-005204,Client,Weather,28.5,True
CAN-01574,APT-005208,Organisation,Client declined,0.0,False
CAN-01575,APT-005209,Employee,Client unwell,13.3,False
CAN-01576,APT-005213,Client,Staff illness,17.7,False
CAN-01577,APT-005227,Organisation,Transport issue,26.6,False
CAN-01578,APT-005229,Employee,Transport issue,1.7,False
CAN-01579,APT-005234,Employee,Other,13.2,False
CAN-01580,APT-005235,Client,Other,0.0,True
CAN-01581,APT-005237,Organisation,Client unavailable,23.6,True
CAN-01582,APT-005238,Client,Staff illness,25.2,True
CAN-01583,APT-005242,Employee,Staff illness,6.3,False
CAN-01584,APT-005243,Client,Client unwell,26.0,True
CAN-01585,APT-005245,Client,Client unavailable,1.9,False
CAN-01586,APT-005252,Employee,Transport issue,34.6,False
CAN-01587,APT-005256,Employee,Staff illness,12.4,False
CAN-01588,APT-005258,Client,Other,21.4,False
CAN-01589,APT-005259,Client,Transport issue,6.7,True
CAN-01590,APT-005261,Employee,Client unwell,1.6,False
CAN-01591,APT-005263,Client,Client declined,42.5,True
CAN-01592,APT-005264,Employee,Weather,6.1,True
CAN-01593,APT-005267,Organisation,Client declined,35.6,True
CAN-01594,APT-005269,Client,Transport issue,35.0,False
CAN-01595,APT-005276,Employee,Other,25.3,False
CAN-01596,APT-005279,Client,Transport issue,24.6,True
CAN-01597,APT-005282,Client,Duplicate booking,11.1,True
CAN-01598,APT-005285,Client,Staff illness,16.9,True
CAN-01599,APT-005287,Organisation,Duplicate booking,24.8,False
CAN-01600,APT-005288,Employee,Duplicate booking,17.7,True
CAN-01601,APT-005294,Client,Client unwell,31.7,True
CAN-01602,APT-005295,Client,Transport issue,16.9,True
CAN-01603,APT-005298,Employee,Client unwell,0.0,False
CAN-01604,APT-005305,Employee,Transport issue,17.8,True
CAN-01605,APT-005307,Organisation,Transport issue,0.0,False
CAN-01606,APT-005309,Employee,Staff illness,6.4,True
CAN-01607,APT-005311,Employee,Client unwell,7.2,True
CAN-01608,APT-005313,Employee,Duplicate booking,4.5,True
CAN-01609,APT-005314,Client,Client declined,0.0,False
CAN-01610,APT-005317,Client,Transport issue,0.0,True
CAN-01611,APT-005321,Employee,Client unwell,0.0,True
CAN-01612,APT-005322,Employee,Client declined,2.3,False
CAN-01613,APT-005324,Employee,Client unavailable,40.5,False
CAN-01614,APT-005329,Organisation,Duplicate booking,0.0,False
CAN-01615,APT-005330,Client,Staff illness,29.5,False
CAN-01616,APT-005337,Client,Weather,0.0,False
CAN-01617,APT-005344,Employee,Client unavailable,0.0,False
CAN-01618,APT-005345,Employee,Other,34.1,True
CAN-01619,APT-005346,Client,Weather,46.3,True
CAN-01620,APT-005347,Client,Client unwell,25.1,True
CAN-01621,APT-005348,Client,Other,0.0,True
CAN-01622,APT-005351,Client,Staff illness,2.4,True
CAN-01623,APT-005353,Organisation,Client unwell,30.1,False
CAN-01624,APT-005354,Client,Client unwell,26.0,True
CAN-01625,APT-005357,Client,Client unwell,0.0,True
CAN-01626,APT-005361,Client,Other,0.0,True
CAN-01627,APT-005363,Client,Other,15.2,True
CAN-01628,APT-005374,Employee,Duplicate booking,46.8,True
CAN-01629,APT-005375,Employee,Client declined,9.8,True
CAN-01630,APT-005378,Client,Weather,1.1,True
CAN-01631,APT-005379,Client,Other,50.5,True
CAN-01632,APT-005383,Client,Client declined,10.8,True
CAN-01633,APT-005389,Employee,Client unavailable,33.4,True
CAN-01634,APT-005405,Client,Client unavailable,40.2,False
CAN-01635,APT-005412,Employee,Client unwell,0.0,True
CAN-01636,APT-005414,Client,Client unavailable,0.0,False
CAN-01637,APT-005420,Organisation,Staff illness,54.2,False
CAN-01638,APT-005425,Client,Transport issue,35.5,True
CAN-01639,APT-005427,Employee,Other,0.0,True
CAN-01640,APT-005429,Employee,Other,11.3,True
CAN-01641,APT-005432,Employee,Client unwell,0.0,False
CAN-01642,APT-005434,Client,Client declined,40.0,True
CAN-01643,APT-005437,Organisation,Transport issue,6.3,False
CAN-01644,APT-005439,Employee,Weather,20.2,False
CAN-01645,APT-005445,Client,Weather,10.3,True
CAN-01646,APT-005447,Client,Client unavailable,0.0,False
CAN-01647,APT-005454,Client,Client unavailable,0.0,False
CAN-01648,APT-005456,Client,Client unavailable,22.4,True
CAN-01649,APT-005462,Client,Duplicate booking,9.2,True
CAN-01650,APT-005478,Organisation,Transport issue,21.6,True
CAN-01651,APT-005479,Organisation,Client declined,20.3,False
CAN-01652,APT-005481,Client,Client unavailable,40.9,True
CAN-01653,APT-005485,Organisation,Other,59.7,True
CAN-01654,APT-005490,Employee,Staff illness,37.3,True
CAN-01655,APT-005497,Client,Client unavailable,0.0,False
CAN-01656,APT-005498,Client,Other,30.5,True
CAN-01657,APT-005501,Employee,Other,21.3,False
CAN-01658,APT-005503,Organisation,Client unavailable,14.4,True
CAN-01659,APT-005509,Client,Transport issue,39.5,False
CAN-01660,APT-005511,Employee,Weather,48.7,True
CAN-01661,APT-005516,Client,Staff illness,0.0,True
CAN-01662,APT-005520,Client,Staff illness,21.7,True
CAN-01663,APT-005522,Client,Client unavailable,30.1,True
CAN-01664,APT-005523,Client,Duplicate booking,6.0,False
CAN-01665,APT-005526,Organisation,Other,24.3,True
CAN-01666,APT-005528,Employee,Duplicate booking,14.9,False
CAN-01667,APT-005529,Client,Client declined,46.8,True
CAN-01668,APT-005531,Employee,Staff illness,4.7,False
CAN-01669,APT-005533,Client,Client unwell,43.6,True
CAN-01670,APT-005536,Organisation,Duplicate booking,33.9,True
CAN-01671,APT-005537,Client,Client unavailable,28.0,True
CAN-01672,APT-005538,Client,Weather,0.0,True
CAN-01673,APT-005542,Client,Duplicate booking,36.4,True
CAN-01674,APT-005545,Organisation,Weather,13.0,True
CAN-01675,APT-005547,Client,Transport issue,36.1,False
CAN-01676,APT-005550,Client,Other,32.2,False
CAN-01677,APT-005552,Client,Staff illness,17.1,True
CAN-01678,APT-005558,Employee,Client declined,20.5,True
CAN-01679,APT-005565,Organisation,Transport issue,11.8,False
CAN-01680,APT-005566,Employee,Client unavailable,34.7,True
CAN-01681,APT-005569,Client,Client unwell,0.0,True
CAN-01682,APT-005570,Organisation,Weather,12.6,False
CAN-01683,APT-005573,Client,Transport issue,20.8,True
CAN-01684,APT-005576,Employee,Client unwell,59.5,False
CAN-01685,APT-005580,Client,Client unwell,15.6,True
CAN-01686,APT-005582,Client,Weather,32.3,True
CAN-01687,APT-005584,Employee,Weather,30.3,True
CAN-01688,APT-005586,Organisation,Client declined,22.7,True
CAN-01689,APT-005588,Employee,Staff illness,40.5,False
CAN-01690,APT-005590,Client,Duplicate booking,12.4,True
CAN-01691,APT-005592,Employee,Duplicate booking,17.3,True
CAN-01692,APT-005594,Employee,Client unavailable,7.0,True
CAN-01693,APT-005598,Client,Transport issue,42.4,False
CAN-01694,APT-005599,Organisation,Staff illness,7.1,True
CAN-01695,APT-005601,Organisation,Weather,38.4,True
CAN-01696,APT-005602,Organisation,Staff illness,0.0,True
CAN-01697,APT-005606,Employee,Staff illness,0.0,True
CAN-01698,APT-005608,Client,Duplicate booking,6.5,False
CAN-01699,APT-005610,Client,Client declined,10.8,True
CAN-01700,APT-005611,Client,Staff illness,13.9,True
CAN-01701,APT-005614,Client,Weather,0.0,True
CAN-01702,APT-005615,Client,Duplicate booking,8.8,False
CAN-01703,APT-005616,Client,Client declined,45.7,True
CAN-01704,APT-005617,Client,Staff illness,89.0,True
CAN-01705,APT-005618,Organisation,Client unwell,0.0,True
CAN-01706,APT-005622,Client,Weather,29.3,True
CAN-01707,APT-005624,Organisation,Duplicate booking,42.4,True
CAN-01708,APT-005630,Client,Other,0.0,True
CAN-01709,APT-005636,Employee,Client unavailable,38.9,False
CAN-01710,APT-005637,Client,Client unavailable,0.0,True
CAN-01711,APT-005639,Organisation,Client unwell,2.8,False
CAN-01712,APT-005645,Client,Client unwell,51.2,False
CAN-01713,APT-005646,Client,Weather,31.1,True
CAN-01714,APT-005649,Client,Other,7.3,True
CAN-01715,APT-005650,Employee,Weather,33.3,False
CAN-01716,APT-005651,Employee,Client unwell,17.0,False
CAN-01717,APT-005655,Organisation,Transport issue,27.4,True
CAN-01718,APT-005658,Client,Transport issue,21.7,True
CAN-01719,APT-005660,Organisation,Client unavailable,0.0,True
CAN-01720,APT-005662,Client,Client unavailable,0.0,True
CAN-01721,APT-005665,Organisation,Client unavailable,14.7,False
CAN-01722,APT-005672,Organisation,Duplicate booking,0.0,False
CAN-01723,APT-005673,Organisation,Client unwell,16.3,True
CAN-01724,APT-005677,Client,Client unavailable,13.2,True
CAN-01725,APT-005686,Client,Transport issue,7.4,False
CAN-01726,APT-005689,Client,Client declined,43.2,True
CAN-01727,APT-005704,Organisation,Staff illness,4.8,False
CAN-01728,APT-005707,Client,Duplicate booking,10.4,True
CAN-01729,APT-005712,Client,Client unwell,25.1,True
CAN-01730,APT-005721,Client,Duplicate booking,1.1,True
CAN-01731,APT-005725,Organisation,Client declined,4.9,False
CAN-01732,APT-005727,Organisation,Other,34.3,True
CAN-01733,APT-005728,Client,Transport issue,25.5,False
CAN-01734,APT-005730,Client,Weather,0.0,True
CAN-01735,APT-005731,Organisation,Client unwell,0.0,True
CAN-01736,APT-005734,Client,Transport issue,0.0,True
CAN-01737,APT-005736,Organisation,Client declined,13.4,False
CAN-01738,APT-005737,Client,Other,10.3,True
CAN-01739,APT-005739,Client,Client declined,13.5,True
CAN-01740,APT-005740,Employee,Client declined,11.2,True
CAN-01741,APT-005744,Employee,Weather,28.5,True
CAN-01742,APT-005745,Organisation,Weather,44.1,False
CAN-01743,APT-005746,Employee,Client declined,0.0,True
CAN-01744,APT-005747,Client,Duplicate booking,10.0,True
CAN-01745,APT-005749,Client,Duplicate booking,12.8,True
CAN-01746,APT-005750,Organisation,Client unwell,41.6,True
CAN-01747,APT-005751,Client,Other,41.3,True
CAN-01748,APT-005752,Client,Staff illness,6.1,True
CAN-01749,APT-005753,Employee,Duplicate booking,0.0,False
CAN-01750,APT-005754,Employee,Staff illness,42.4,True
CAN-01751,APT-005755,Client,Client unwell,46.4,False
CAN-01752,APT-005757,Client,Client unwell,25.8,False
CAN-01753,APT-005758,Client,Other,26.0,True
CAN-01754,APT-005760,Employee,Weather,49.9,False
CAN-01755,APT-005762,Client,Staff illness,13.5,True
CAN-01756,APT-005765,Client,Duplicate booking,47.0,False
CAN-01757,APT-005766,Client,Staff illness,33.3,False
CAN-01758,APT-005768,Organisation,Client unavailable,17.4,False
CAN-01759,APT-005770,Client,Duplicate booking,37.6,True
CAN-01760,APT-005772,Client,Duplicate booking,39.2,True
CAN-01761,APT-005773,Employee,Weather,35.0,True
CAN-01762,APT-005774,Employee,Client unwell,47.0,True
CAN-01763,APT-005778,Employee,Duplicate booking,31.7,False
CAN-01764,APT-005779,Organisation,Transport issue,56.5,False
CAN-01765,APT-005784,Client,Client declined,4.9,True
CAN-01766,APT-005790,Client,Other,12.6,True
CAN-01767,APT-005793,Client,Client unavailable,24.7,True
CAN-01768,APT-005797,Employee,Weather,11.4,True
CAN-01769,APT-005799,Employee,Staff illness,0.0,True
CAN-01770,APT-005800,Client,Weather,31.3,True
CAN-01771,APT-005802,Client,Client declined,21.8,True
CAN-01772,APT-005803,Employee,Transport issue,53.9,False
CAN-01773,APT-005806,Client,Client unavailable,9.7,False
CAN-01774,APT-005807,Client,Staff illness,20.4,True
CAN-01775,APT-005818,Client,Other,0.0,True
CAN-01776,APT-005823,Client,Duplicate booking,39.0,False
CAN-01777,APT-005825,Client,Duplicate booking,7.4,False
CAN-01778,APT-005832,Client,Transport issue,14.5,False
CAN-01779,APT-005835,Organisation,Duplicate booking,11.9,True
CAN-01780,APT-005839,Client,Staff illness,22.4,False
CAN-01781,APT-005842,Client,Staff illness,16.5,False
CAN-01782,APT-005855,Organisation,Transport issue,0.0,True
CAN-01783,APT-005859,Client,Client unwell,14.1,False
CAN-01784,APT-005863,Client,Client unavailable,11.3,True
CAN-01785,APT-005871,Employee,Other,30.7,True
CAN-01786,APT-005872,Client,Duplicate booking,33.8,True
CAN-01787,APT-005873,Organisation,Client unwell,0.0,True
CAN-01788,APT-005877,Client,Duplicate booking,38.9,False
CAN-01789,APT-005880,Client,Weather,48.3,True
CAN-01790,APT-005887,Organisation,Staff illness,0.0,True
CAN-01791,APT-005888,Client,Duplicate booking,8.0,False
CAN-01792,APT-005891,Employee,Transport issue,10.1,True
CAN-01793,APT-005893,Organisation,Client unwell,11.0,True
CAN-01794,APT-005901,Client,Other,0.0,True
CAN-01795,APT-005903,Employee,Client unavailable,11.2,True
CAN-01796,APT-005907,Employee,Client declined,4.3,True
CAN-01797,APT-005908,Organisation,Client unavailable,3.7,True
CAN-01798,APT-005916,Client,Other,0.0,True
CAN-01799,APT-005918,Client,Client unwell,9.5,False
CAN-01800,APT-005919,Client,Client unavailable,39.4,True
CAN-01801,APT-005921,Client,Staff illness,47.1,True
CAN-01802,APT-005923,Organisation,Weather,39.6,True
CAN-01803,APT-005924,Organisation,Transport issue,0.0,True
CAN-01804,APT-005931,Employee,Duplicate booking,37.7,True
CAN-01805,APT-005938,Client,Other,33.8,True
CAN-01806,APT-005942,Client,Duplicate booking,0.0,False
CAN-01807,APT-005944,Employee,Duplicate booking,29.9,True
CAN-01808,APT-005950,Client,Client unwell,5.4,False
CAN-01809,APT-005951,Client,Client unavailable,0.0,True
CAN-01810,APT-005952,Client,Weather,61.7,True
CAN-01811,APT-005956,Organisation,Client unwell,28.4,True
CAN-01812,APT-005958,Employee,Client declined,36.0,True
CAN-01813,APT-005960,Client,Client unwell,44.5,True
CAN-01814,APT-005961,Organisation,Weather,0.3,True
CAN-01815,APT-005966,Organisation,Client unwell,31.0,True
CAN-01816,APT-005967,Organisation,Staff illness,48.8,True
CAN-01817,APT-005968,Client,Transport issue,31.9,True
CAN-01818,APT-005969,Client,Weather,5.6,False
CAN-01819,APT-005974,Client,Client unavailable,5.9,True
CAN-01820,APT-005978,Client,Client declined,27.7,True
CAN-01821,APT-005983,Client,Duplicate booking,16.0,True
CAN-01822,APT-005984,Employee,Weather,2.1,False
CAN-01823,APT-005987,Client,Client unwell,0.1,True
CAN-01824,APT-005988,Client,Client declined,41.7,True
CAN-01825,APT-005989,Client,Transport issue,0.4,False
CAN-01826,APT-005991,Client,Client unwell,68.8,True
CAN-01827,APT-005994,Organisation,Duplicate booking,0.0,True
CAN-01828,APT-005995,Client,Client unwell,0.0,False
CAN-01829,APT-006002,Client,Duplicate booking,11.7,False
CAN-01830,APT-006004,Organisation,Weather,0.0,True
CAN-01831,APT-006012,Organisation,Client unwell,71.6,False
CAN-01832,APT-006018,Organisation,Duplicate booking,0.0,True
CAN-01833,APT-006023,Employee,Client unwell,29.0,True
CAN-01834,APT-006024,Organisation,Duplicate booking,9.1,True
CAN-01835,APT-006026,Client,Weather,1.2,True
CAN-01836,APT-006028,Client,Transport issue,41.7,True
CAN-01837,APT-006033,Employee,Client unavailable,28.6,False
CAN-01838,APT-006035,Organisation,Client unavailable,19.8,True
CAN-01839,APT-006039,Employee,Client declined,69.2,True
CAN-01840,APT-006041,Employee,Client unwell,27.5,True
CAN-01841,APT-006046,Client,Transport issue,12.7,False
CAN-01842,APT-006048,Employee,Client unwell,5.0,True
CAN-01843,APT-006051,Organisation,Weather,27.6,True
CAN-01844,APT-006052,Employee,Client unavailable,31.1,True
CAN-01845,APT-006056,Client,Weather,19.6,False
CAN-01846,APT-006061,Employee,Transport issue,22.2,True
CAN-01847,APT-006064,Client,Client unavailable,20.1,True
CAN-01848,APT-006067,Employee,Weather,33.5,True
CAN-01849,APT-006071,Client,Client declined,30.7,True
CAN-01850,APT-006072,Client,Weather,0.0,True
CAN-01851,APT-006077,Client,Transport issue,13.0,True
CAN-01852,APT-006091,Client,Client unwell,23.7,True
CAN-01853,APT-006093,Employee,Client unwell,17.3,True
CAN-01854,APT-006103,Client,Client declined,24.0,True
CAN-01855,APT-006107,Client,Client unwell,11.6,True
CAN-01856,APT-006108,Client,Client unwell,24.6,True
CAN-01857,APT-006109,Client,Other,46.2,False
CAN-01858,APT-006114,Employee,Weather,0.0,True
CAN-01859,APT-006116,Client,Transport issue,32.3,True
CAN-01860,APT-006119,Client,Weather,28.7,True
CAN-01861,APT-006121,Client,Client unwell,28.7,True
CAN-01862,APT-006122,Client,Client unwell,31.9,False
CAN-01863,APT-006123,Client,Duplicate booking,30.6,False
CAN-01864,APT-006125,Client,Transport issue,33.7,True
CAN-01865,APT-006127,Employee,Client unavailable,20.6,True
CAN-01866,APT-006128,Client,Weather,0.0,True
CAN-01867,APT-006137,Organisation,Other,24.3,True
CAN-01868,APT-006142,Employee,Client unwell,37.3,False
CAN-01869,APT-006144,Client,Staff illness,29.8,False
CAN-01870,APT-006153,Organisation,Transport issue,38.7,True
CAN-01871,APT-006161,Client,Weather,3.9,True
CAN-01872,APT-006162,Client,Staff illness,18.5,True
CAN-01873,APT-006166,Organisation,Client unavailable,32.2,False
CAN-01874,APT-006167,Organisation,Weather,40.5,True
CAN-01875,APT-006168,Client,Duplicate booking,54.2,True
CAN-01876,APT-006176,Employee,Transport issue,0.0,True
CAN-01877,APT-006178,Employee,Client declined,0.0,True
CAN-01878,APT-006179,Client,Staff illness,28.8,True
CAN-01879,APT-006180,Client,Client declined,0.0,True
CAN-01880,APT-006181,Client,Weather,0.0,True
CAN-01881,APT-006182,Organisation,Duplicate booking,20.1,True
CAN-01882,APT-006184,Organisation,Staff illness,41.1,True
CAN-01883,APT-006186,Client,Client unwell,6.1,True
CAN-01884,APT-006187,Client,Weather,0.0,True
CAN-01885,APT-006192,Client,Other,21.0,False
CAN-01886,APT-006193,Organisation,Transport issue,43.3,False
CAN-01887,APT-006194,Employee,Client unavailable,42.2,True
CAN-01888,APT-006196,Client,Duplicate booking,47.1,False
CAN-01889,APT-006200,Employee,Client declined,4.1,True
CAN-01890,APT-006201,Client,Weather,23.4,True
CAN-01891,APT-006204,Employee,Staff illness,18.9,True
CAN-01892,APT-006209,Organisation,Client declined,23.9,True
CAN-01893,APT-006210,Client,Other,36.7,True
CAN-01894,APT-006211,Organisation,Other,11.4,False
CAN-01895,APT-006218,Client,Duplicate booking,64.1,True
CAN-01896,APT-006219,Employee,Transport issue,8.8,True
CAN-01897,APT-006220,Client,Client unavailable,0.0,True
CAN-01898,APT-006224,Client,Duplicate booking,22.9,True
CAN-01899,APT-006225,Client,Client unwell,15.6,True
CAN-01900,APT-006233,Client,Weather,65.5,True
CAN-01901,APT-006234,Client,Staff illness,38.6,False
CAN-01902,APT-006235,Employee,Duplicate booking,53.8,False
CAN-01903,APT-006248,Organisation,Client unavailable,0.0,True
CAN-01904,APT-006249,Organisation,Client declined,38.3,False
CAN-01905,APT-006250,Organisation,Transport issue,0.0,True
CAN-01906,APT-006254,Client,Client declined,0.0,False
CAN-01907,APT-006260,Employee,Client unwell,19.5,True
CAN-01908,APT-006261,Client,Duplicate booking,4.9,False
CAN-01909,APT-006268,Client,Other,19.4,True
CAN-01910,APT-006269,Organisation,Staff illness,14.9,False
CAN-01911,APT-006273,Client,Weather,9.2,True
CAN-01912,APT-006278,Employee,Client declined,24.0,True
CAN-01913,APT-006282,Employee,Staff illness,23.7,False
CAN-01914,APT-006284,Client,Client declined,34.2,True
CAN-01915,APT-006285,Organisation,Client unwell,7.3,False
CAN-01916,APT-006287,Client,Client unavailable,56.7,True
CAN-01917,APT-006288,Organisation,Weather,6.8,True
CAN-01918,APT-006289,Client,Staff illness,33.7,True
CAN-01919,APT-006290,Client,Transport issue,6.1,False
CAN-01920,APT-006292,Client,Other,0.0,False
CAN-01921,APT-006293,Organisation,Other,26.0,False
CAN-01922,APT-006298,Employee,Transport issue,39.6,True
CAN-01923,APT-006300,Employee,Weather,0.0,False
CAN-01924,APT-006303,Client,Duplicate booking,0.0,True
CAN-01925,APT-006304,Client,Staff illness,17.0,False
CAN-01926,APT-006306,Client,Staff illness,10.5,True
CAN-01927,APT-006308,Client,Transport issue,16.0,False
CAN-01928,APT-006316,Client,Client declined,19.3,True
CAN-01929,APT-006317,Employee,Transport issue,19.3,True
CAN-01930,APT-006324,Organisation,Duplicate booking,23.6,False
CAN-01931,APT-006337,Employee,Client declined,28.0,False
CAN-01932,APT-006339,Employee,Transport issue,8.2,True
CAN-01933,APT-006342,Client,Duplicate booking,0.0,True
CAN-01934,APT-006349,Client,Client declined,0.0,True
CAN-01935,APT-006352,Client,Other,0.0,True
CAN-01936,APT-006357,Client,Client unavailable,41.4,True
CAN-01937,APT-006358,Client,Client declined,33.8,True
CAN-01938,APT-006362,Employee,Transport issue,20.2,True
CAN-01939,APT-006363,Client,Other,48.9,True
CAN-01940,APT-006369,Employee,Client unavailable,33.5,True
CAN-01941,APT-006370,Employee,Weather,41.9,False
CAN-01942,APT-006371,Client,Other,3.0,False
CAN-01943,APT-006372,Client,Other,7.1,False
CAN-01944,APT-006377,Employee,Client declined,0.2,False
CAN-01945,APT-006378,Client,Staff illness,40.1,True
CAN-01946,APT-006382,Client,Client unwell,23.5,True
CAN-01947,APT-006384,Employee,Other,0.0,False
CAN-01948,APT-006385,Employee,Weather,0.0,False
CAN-01949,APT-006386,Client,Client unwell,0.0,True
CAN-01950,APT-006388,Client,Client unavailable,22.2,False
CAN-01951,APT-006392,Client,Staff illness,19.1,True
CAN-01952,APT-006396,Client,Duplicate booking,20.5,False
CAN-01953,APT-006400,Client,Client declined,18.1,True
CAN-01954,APT-006404,Employee,Transport issue,32.3,True
CAN-01955,APT-006407,Client,Transport issue,9.0,True
CAN-01956,APT-006413,Client,Transport issue,0.0,True
CAN-01957,APT-006415,Client,Client declined,0.0,True
CAN-01958,APT-006417,Client,Client unwell,30.8,True
CAN-01959,APT-006419,Client,Client declined,16.9,True
CAN-01960,APT-006421,Organisation,Client unavailable,0.0,False
CAN-01961,APT-006423,Client,Staff illness,25.1,True
CAN-01962,APT-006424,Client,Client unavailable,26.4,True
CAN-01963,APT-006433,Client,Weather,16.5,True
CAN-01964,APT-006434,Client,Other,3.4,False
CAN-01965,APT-006436,Client,Other,36.6,True
CAN-01966,APT-006437,Client,Transport issue,58.7,True
CAN-01967,APT-006438,Client,Transport issue,19.0,True
CAN-01968,APT-006440,Client,Staff illness,33.3,True
CAN-01969,APT-006444,Client,Transport issue,8.9,True
