request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status
REQ-005871,CLT-00016,SVC-02,LOC-05,2026-05-31,Family Member,Priority,38.0,Phone,Cancelled
REQ-005872,CLT-00329,SVC-01,LOC-08,2026-05-31,Client,Priority,35.0,Portal,Cancelled
REQ-005873,CLT-00289,SVC-06,LOC-07,2026-05-31,Client,Priority,65.6,Case Manager,Completed
REQ-005874,CLT-00222,SVC-06,LOC-01,2026-05-31,Family Member,Priority,36.9,Phone,Cancelled
REQ-005875,CLT-00046,SVC-06,LOC-06,2026-05-31,Case Manager,Routine,46.5,Portal,Scheduled
REQ-005876,CLT-00137,SVC-03,LOC-05,2026-05-31,Client,Urgent,63.0,Phone,Backlog
REQ-005877,CLT-00079,SVC-02,LOC-05,2026-05-31,Case Manager,Routine,20.7,Portal,Completed
REQ-005878,CLT-00387,SVC-01,LOC-03,2026-05-31,Client,Routine,7.6,Case Manager,Completed
REQ-005879,CLT-00398,SVC-02,LOC-03,2026-06-01,Case Manager,Routine,,Referral,Cancelled
REQ-005880,CLT-00273,SVC-01,LOC-08,2026-06-01,Client,Priority,3.6,Portal,Completed
REQ-005881,CLT-00268,SVC-04,LOC-04,2026-06-01,Client,Routine,10.2,Portal,Completed
REQ-005882,CLT-00103,SVC-06,LOC-10,2026-06-01,Client,Routine,4.8,Phone,Backlog
REQ-005883,CLT-00297,SVC-02,LOC-06,2026-06-01,Client,Routine,32.2,Phone,Completed
REQ-005884,CLT-00153,SVC-05,LOC-02,2026-06-01,Client,Routine,15.4,Portal,Completed
REQ-005885,CLT-00235,SVC-06,LOC-08,2026-06-01,Family Member,Priority,25.4,Portal,Cancelled
REQ-005886,CLT-00188,SVC-01,LOC-02,2026-06-01,Case Manager,Urgent,42.7,Case Manager,Scheduled
REQ-005887,CLT-00179,SVC-06,LOC-01,2026-06-01,Case Manager,Routine,18.7,Case Manager,Completed
REQ-005888,CLT-00211,SVC-06,LOC-08,2026-06-01,Family Member,Priority,35.5,Portal,Completed
REQ-005889,CLT-00256,SVC-01,LOC-04,2026-06-01,Client,Routine,1.0,Portal,Completed
REQ-005890,CLT-00070,SVC-01,LOC-01,2026-06-01,Client,Priority,15.5,Case Manager,Backlog
REQ-005891,CLT-00026,SVC-03,LOC-01,2026-06-01,GP / Clinician,Routine,26.9,Portal,Completed
REQ-005892,CLT-00457,SVC-09,LOC-05,2026-06-01,GP / Clinician,Routine,32.1,Referral,Completed
REQ-005893,CLT-00261,SVC-05,LOC-05,2026-06-01,Client,Routine,10.5,Portal,Cancelled
REQ-005894,CLT-00237,SVC-01,LOC-10,2026-06-01,Client,Routine,17.7,Portal,Cancelled
REQ-005895,CLT-00357,SVC-01,LOC-08,2026-06-01,Client,Routine,36.2,Case Manager,Completed
REQ-005896,CLT-00313,SVC-02,LOC-09,2026-06-01,Client,Routine,84.9,Referral,Completed
REQ-005897,CLT-00164,SVC-02,LOC-05,2026-06-01,Family Member,Routine,42.1,Phone,Cancelled
REQ-005898,CLT-00250,SVC-01,LOC-05,2026-06-01,Family Member,Priority,36.9,Portal,Completed
REQ-005899,CLT-00458,SVC-07,LOC-02,2026-06-01,Client,Priority,33.3,Case Manager,Backlog
REQ-005900,CLT-00296,SVC-04,LOC-07,2026-06-01,Family Member,Routine,17.1,Phone,Cancelled
REQ-005901,CLT-00443,SVC-08,LOC-07,2026-06-01,Client,Urgent,67.6,Portal,Completed
REQ-005902,CLT-00138,SVC-01,LOC-04,2026-06-01,Family Member,Routine,18.1,Phone,Backlog
REQ-005903,CLT-00439,SVC-05,LOC-01,2026-06-01,Client,Priority,13.5,Referral,Completed
REQ-005904,CLT-00142,SVC-02,LOC-04,2026-06-01,Family Member,Routine,35.6,Case Manager,Completed
REQ-005905,CLT-00414,SVC-09,LOC-02,2026-06-01,Case Manager,Urgent,81.0,Case Manager,Completed
REQ-005906,CLT-00384,SVC-06,LOC-02,2026-06-01,Client,Routine,38.6,Referral,Completed
REQ-005907,CLT-00312,SVC-03,LOC-07,2026-06-02,Client,Routine,18.7,Phone,Cancelled
REQ-005908,CLT-00399,SVC-04,LOC-02,2026-06-02,Case Manager,Routine,97.6,Phone,Completed
REQ-005909,CLT-00298,SVC-02,LOC-06,2026-06-02,Family Member,Priority,38.6,Portal,Cancelled
REQ-005910,CLT-00238,SVC-01,LOC-04,2026-06-02,Case Manager,Priority,16.0,Phone,Completed
REQ-005911,CLT-00032,SVC-06,LOC-08,2026-06-02,Family Member,Routine,35.7,Case Manager,Completed
REQ-005912,CLT-00151,SVC-05,LOC-07,2026-06-02,Client,Priority,24.2,Case Manager,Completed
REQ-005913,CLT-00173,SVC-04,LOC-10,2026-06-02,Case Manager,Urgent,80.7,Phone,Completed
REQ-005914,CLT-00499,SVC-01,LOC-10,2026-06-02,GP / Clinician,Priority,87.6,Case Manager,Cancelled
REQ-005915,CLT-00148,SVC-05,LOC-02,2026-06-02,Case Manager,Priority,72.1,Phone,Completed
REQ-005916,CLT-00194,SVC-02,LOC-09,2026-06-02,GP / Clinician,Emergency,51.7,Referral,Scheduled
REQ-005917,CLT-00436,SVC-03,LOC-06,2026-06-02,Client,Routine,15.9,Phone,Completed
REQ-005918,CLT-00301,SVC-06,LOC-01,2026-06-02,GP / Clinician,Urgent,77.9,Referral,Cancelled
REQ-005919,CLT-00464,SVC-01,LOC-10,2026-06-02,Client,Routine,18.6,Phone,Completed
REQ-005920,CLT-00348,SVC-07,LOC-10,2026-06-02,Client,Priority,,Phone,Cancelled
REQ-005921,CLT-90014,SVC-02,LOC-07,2026-06-02,GP / Clinician,Urgent,67.4,Phone,Cancelled
REQ-005922,CLT-00499,SVC-08,LOC-10,2026-06-02,Case Manager,Urgent,89.4,Case Manager,Completed
REQ-005923,CLT-00260,SVC-04,LOC-10,2026-06-02,Client,Priority,22.9,Phone,Completed
REQ-005924,CLT-00450,SVC-06,LOC-08,2026-06-02,Family Member,Priority,99.0,Referral,Cancelled
REQ-005925,CLT-00128,SVC-08,LOC-02,2026-06-02,Client,Priority,40.3,Portal,Completed
REQ-005926,CLT-00109,SVC-02,LOC-08,2026-06-02,Client,Urgent,21.8,Portal,Cancelled
REQ-005927,CLT-00238,SVC-02,LOC-04,2026-06-02,Family Member,Routine,15.0,Referral,Cancelled
REQ-005928,CLT-00213,SVC-01,LOC-08,2026-06-02,Client,Priority,35.4,Portal,Completed
REQ-005929,CLT-00397,SVC-02,LOC-04,2026-06-02,Client,Priority,39.9,Phone,Cancelled
REQ-005930,CLT-00459,SVC-03,LOC-05,2026-06-02,Client,Priority,48.1,Portal,Completed
REQ-005931,CLT-00192,SVC-02,LOC-08,2026-06-02,Family Member,Routine,39.8,Phone,Cancelled
REQ-005932,CLT-00065,SVC-06,LOC-08,2026-06-02,Family Member,Routine,16.2,Phone,Completed
REQ-005933,CLT-00320,SVC-09,LOC-10,2026-06-02,GP / Clinician,Routine,41.9,Phone,Completed
REQ-005934,CLT-00393,SVC-02,LOC-10,2026-06-02,Client,Routine,9.0,Phone,Cancelled
REQ-005935,CLT-00453,SVC-04,LOC-06,2026-06-02,Client,Priority,48.9,Referral,Cancelled
REQ-005936,CLT-00213,SVC-02,LOC-08,2026-06-02,Client,Priority,,Portal,Cancelled
REQ-005937,CLT-00459,SVC-04,LOC-05,2026-06-02,Family Member,Routine,34.0,Portal,Completed
REQ-005938,CLT-00420,SVC-01,LOC-06,2026-06-02,Case Manager,Priority,64.3,Referral,Completed
REQ-005939,CLT-00355,SVC-06,LOC-09,2026-06-03,Client,Routine,34.2,Phone,Completed
REQ-005940,CLT-00031,SVC-05,LOC-02,2026-06-03,Family Member,Routine,16.8,Phone,Cancelled
REQ-005941,CLT-00277,SVC-01,LOC-09,2026-06-03,Family Member,Priority,10.3,Referral,Backlog
REQ-005942,CLT-00421,SVC-07,LOC-01,2026-06-03,Client,Routine,10.2,Case Manager,Completed
REQ-005943,CLT-00119,SVC-05,LOC-09,2026-06-03,Client,Routine,29.4,Portal,Completed
REQ-005944,CLT-00494,SVC-06,LOC-03,2026-06-03,Family Member,Routine,50.5,Phone,Cancelled
REQ-005945,CLT-00442,SVC-05,LOC-05,2026-06-03,Case Manager,Urgent,38.3,Phone,Completed
REQ-005946,CLT-00398,SVC-01,LOC-03,2026-06-03,Case Manager,Routine,45.9,Phone,Cancelled
REQ-005947,CLT-00270,SVC-01,LOC-02,2026-06-03,Case Manager,Urgent,56.5,Phone,Completed
REQ-005948,CLT-00233,SVC-03,LOC-09,2026-06-03,Case Manager,Urgent,52.8,Phone,Completed
REQ-005949,CLT-00047,SVC-06,LOC-06,2026-06-03,Client,Routine,42.3,Phone,Cancelled
REQ-005950,CLT-00363,SVC-01,LOC-01,2026-06-03,GP / Clinician,Routine,6.3,Phone,Completed
REQ-005951,CLT-00115,SVC-05,LOC-08,2026-06-03,Case Manager,Routine,36.8,Phone,Cancelled
REQ-005952,CLT-00262,SVC-01,LOC-08,2026-06-03,Family Member,Emergency,77.2,Phone,Completed
REQ-005953,CLT-00250,SVC-05,LOC-05,2026-06-03,Client,Priority,43.8,Phone,Completed
REQ-005954,CLT-00460,SVC-05,LOC-08,2026-06-03,Family Member,Priority,17.7,Referral,Backlog
REQ-005955,CLT-00114,SVC-08,LOC-01,2026-06-03,Family Member,Priority,15.2,Referral,Completed
REQ-005956,CLT-00307,SVC-02,LOC-03,2026-06-03,Family Member,Routine,11.9,Portal,Completed
REQ-005957,CLT-00322,SVC-02,LOC-07,2026-06-03,Client,Routine,19.9,Phone,Completed
REQ-005958,CLT-00054,SVC-02,LOC-03,2026-06-03,Client,Routine,21.0,Case Manager,Cancelled
REQ-005959,CLT-00239,SVC-07,LOC-10,2026-06-03,Family Member,Routine,33.7,Referral,Completed
REQ-005960,CLT-00098,SVC-09,LOC-03,2026-06-03,GP / Clinician,Urgent,86.1,Case Manager,Completed
REQ-005961,CLT-00307,SVC-05,LOC-03,2026-06-03,Client,Routine,12.2,Referral,Completed
REQ-005962,CLT-00456,SVC-04,LOC-03,2026-06-03,Family Member,Priority,72.6,Portal,Completed
REQ-005963,CLT-00399,SVC-01,LOC-02,2026-06-03,Family Member,Urgent,81.7,Referral,Completed
REQ-005964,CLT-00078,SVC-03,LOC-01,2026-06-03,Case Manager,Priority,33.9,Phone,Completed
REQ-005965,CLT-00049,SVC-05,LOC-06,2026-06-03,Case Manager,Urgent,65.3,Phone,Cancelled
REQ-005966,CLT-00352,SVC-05,LOC-03,2026-06-03,Case Manager,Routine,66.4,Referral,Cancelled
REQ-005967,CLT-00468,SVC-06,LOC-05,2026-06-03,Client,Routine,27.8,Portal,Completed
REQ-005968,CLT-00397,SVC-03,LOC-04,2026-06-03,Client,Urgent,31.5,Portal,Backlog
REQ-005969,CLT-00445,SVC-02,LOC-02,2026-06-03,Case Manager,Urgent,85.3,Phone,Completed
REQ-005970,CLT-00139,SVC-05,LOC-02,2026-06-04,Case Manager,Priority,28.8,Phone,Cancelled
REQ-005971,CLT-00141,SVC-07,LOC-10,2026-06-04,Client,Routine,39.2,Case Manager,Cancelled
REQ-005972,CLT-00226,SVC-09,LOC-09,2026-06-04,Family Member,Priority,37.4,Phone,Completed
REQ-005973,CLT-00491,SVC-03,LOC-04,2026-06-04,Client,Routine,68.4,Referral,Completed
REQ-005974,CLT-00448,SVC-05,LOC-07,2026-06-04,Family Member,Priority,47.2,Portal,Cancelled
REQ-005975,CLT-00142,SVC-01,LOC-04,2026-06-04,Case Manager,Priority,44.7,Referral,Completed
REQ-005976,CLT-00126,SVC-03,LOC-05,2026-06-04,Family Member,Priority,19.1,Portal,Completed
REQ-005977,CLT-00071,SVC-09,LOC-02,2026-06-04,Case Manager,Routine,61.4,Phone,Cancelled
REQ-005978,CLT-00057,SVC-01,LOC-04,2026-06-04,Client,Routine,29.1,Referral,Completed
REQ-005979,CLT-00487,SVC-09,LOC-07,2026-06-04,Family Member,Routine,9.0,Phone,Completed
REQ-005980,CLT-00354,SVC-04,LOC-07,2026-06-04,Family Member,Urgent,18.0,Phone,Completed
REQ-005981,CLT-00370,SVC-06,LOC-09,2026-06-04,Client,Priority,37.2,Phone,Cancelled
REQ-005982,CLT-00497,SVC-01,LOC-03,2026-06-04,Family Member,Priority,28.9,Portal,Completed
REQ-005983,CLT-00004,SVC-03,LOC-06,2026-06-04,Family Member,Routine,84.9,Phone,Cancelled
REQ-005984,CLT-00430,SVC-03,LOC-01,2026-06-04,GP / Clinician,Routine,35.3,Phone,Completed
REQ-005985,CLT-00316,SVC-01,LOC-06,2026-06-04,Family Member,Routine,14.9,Portal,Cancelled
REQ-005986,CLT-00078,SVC-01,LOC-01,2026-06-04,Case Manager,Emergency,33.3,Referral,Completed
REQ-005987,CLT-00383,SVC-06,LOC-09,2026-06-04,GP / Clinician,Routine,32.8,Case Manager,Backlog
REQ-005988,CLT-00098,SVC-01,LOC-03,2026-06-04,Case Manager,Priority,87.5,Phone,Cancelled
REQ-005989,CLT-00100,SVC-01,LOC-03,2026-06-04,Client,Routine,32.1,Portal,Completed
REQ-005990,CLT-00358,SVC-01,LOC-08,2026-06-04,Client,Priority,17.2,Portal,Cancelled
REQ-005991,CLT-00087,SVC-03,LOC-06,2026-06-04,Client,Priority,37.3,Phone,Completed
REQ-005992,CLT-00135,SVC-05,LOC-04,2026-06-04,Client,Routine,83.9,Referral,Cancelled
REQ-005993,CLT-00285,SVC-02,LOC-05,2026-06-04,GP / Clinician,Priority,36.5,Referral,Completed
REQ-005994,CLT-00191,SVC-05,LOC-06,2026-06-04,Case Manager,Routine,11.9,Phone,Cancelled
REQ-005995,CLT-00458,SVC-05,LOC-02,2026-06-04,Case Manager,Emergency,36.9,Referral,Completed
REQ-005996,CLT-00421,SVC-03,LOC-01,2026-06-04,Client,Routine,17.2,Phone,Cancelled
REQ-005997,CLT-00417,SVC-08,LOC-10,2026-06-04,Client,Priority,38.1,Portal,Completed
REQ-005998,CLT-00249,SVC-07,LOC-09,2026-06-04,Family Member,Routine,38.6,Phone,Completed
REQ-005999,CLT-00376,SVC-01,LOC-01,2026-06-05,Family Member,Urgent,65.5,Portal,Completed
REQ-006000,CLT-00054,SVC-06,LOC-03,2026-06-05,Family Member,Routine,7.3,Portal,Cancelled
REQ-006001,CLT-00083,SVC-06,LOC-10,2026-06-05,Client,Routine,16.9,Portal,Cancelled
REQ-006002,CLT-00114,SVC-06,LOC-01,2026-06-05,Client,Priority,13.1,Referral,Completed
REQ-006003,CLT-00202,SVC-05,LOC-08,2026-06-05,GP / Clinician,Priority,70.8,Case Manager,Cancelled
REQ-006004,CLT-00216,SVC-02,LOC-04,2026-06-05,Client,Routine,12.9,Phone,Cancelled
REQ-006005,CLT-00234,SVC-05,LOC-08,2026-06-05,Client,Routine,17.8,Portal,Completed
REQ-006006,CLT-00103,SVC-01,LOC-10,2026-06-05,GP / Clinician,Priority,25.8,Portal,Completed
REQ-006007,CLT-00369,SVC-02,LOC-05,2026-06-05,Family Member,Routine,37.9,Case Manager,Scheduled
REQ-006008,CLT-00354,SVC-04,LOC-07,2026-06-05,Client,Priority,18.1,Portal,Cancelled
REQ-006009,CLT-00378,SVC-01,LOC-07,2026-06-05,Client,Routine,8.4,Phone,Completed
REQ-006010,CLT-00236,SVC-04,LOC-04,2026-06-05,Client,Routine,14.3,Portal,Cancelled
REQ-006011,CLT-00252,SVC-04,LOC-03,2026-06-05,Case Manager,Urgent,81.3,Referral,Completed
REQ-006012,CLT-00407,SVC-01,LOC-01,2026-06-05,Client,Routine,9.4,Portal,Cancelled
REQ-006013,CLT-00470,SVC-03,LOC-03,2026-06-05,Client,Routine,48.2,Portal,Cancelled
REQ-006014,CLT-00514,SVC-04,LOC-09,2026-06-05,Client,Emergency,37.7,Phone,Completed
REQ-006015,CLT-00051,SVC-02,LOC-07,2026-06-05,Family Member,Routine,41.9,Phone,Completed
REQ-006016,CLT-00327,SVC-07,LOC-02,2026-06-05,Client,Priority,45.0,Phone,Cancelled
REQ-006017,CLT-00139,SVC-03,LOC-02,2026-06-05,Family Member,Routine,36.3,Portal,Cancelled
REQ-006018,CLT-00348,SVC-06,LOC-10,2026-06-05,Client,Routine,17.0,Portal,Cancelled
REQ-006019,CLT-00111,SVC-05,LOC-05,2026-06-06,Client,Routine,15.0,Phone,Cancelled
REQ-006020,CLT-00461,SVC-02,LOC-07,2026-06-06,Client,Routine,8.3,Referral,Cancelled
REQ-006021,CLT-00067,SVC-09,LOC-08,2026-06-06,Family Member,Routine,10.7,Case Manager,Completed
REQ-006022,CLT-00398,SVC-01,LOC-03,2026-06-06,Family Member,Urgent,31.6,Phone,Completed
REQ-006023,CLT-00460,SVC-04,LOC-08,2026-06-06,Case Manager,Routine,11.7,Portal,Completed
REQ-006024,CLT-00464,SVC-01,LOC-10,2026-06-06,Client,Routine,14.6,Portal,Backlog
REQ-006025,CLT-00337,SVC-02,LOC-06,2026-06-06,Client,Routine,18.0,Portal,Cancelled
REQ-006026,CLT-00111,SVC-06,LOC-05,2026-06-06,Client,Priority,15.0,Case Manager,Completed
REQ-006027,CLT-00063,SVC-06,LOC-01,2026-06-06,GP / Clinician,Urgent,89.5,Phone,Cancelled
REQ-006028,CLT-00397,SVC-08,LOC-04,2026-06-06,Client,Emergency,38.5,Portal,Completed
REQ-006029,CLT-00005,SVC-01,LOC-07,2026-06-06,Family Member,Urgent,29.3,Phone,Completed
REQ-006030,CLT-00173,SVC-05,LOC-10,2026-06-06,Case Manager,Urgent,89.6,Portal,Completed
REQ-006031,CLT-00367,SVC-01,LOC-01,2026-06-06,Client,Routine,16.5,Referral,Completed
REQ-006032,CLT-00269,SVC-05,LOC-08,2026-06-06,Client,Routine,71.4,Phone,Completed
REQ-006033,CLT-00467,SVC-08,LOC-05,2026-06-06,Case Manager,Priority,88.6,Case Manager,Backlog
REQ-006034,CLT-00186,SVC-02,LOC-03,2026-06-07,Family Member,Routine,24.9,Phone,Cancelled
REQ-006035,CLT-00142,SVC-01,LOC-04,2026-06-07,Case Manager,Urgent,35.1,Referral,Completed
REQ-006036,CLT-00168,SVC-09,LOC-02,2026-06-07,Family Member,Priority,35.4,Referral,Completed
REQ-006037,CLT-00271,SVC-05,LOC-03,2026-06-07,Client,Urgent,83.2,Phone,Completed
REQ-006038,CLT-00394,SVC-05,LOC-02,2026-06-07,Case Manager,Urgent,68.2,Portal,Completed
REQ-006039,CLT-00478,SVC-02,LOC-08,2026-06-07,Client,Priority,8.4,Referral,Completed
REQ-006040,CLT-00148,SVC-06,LOC-02,2026-06-07,Client,Priority,63.3,Portal,Cancelled
REQ-006041,CLT-00451,SVC-03,LOC-09,2026-06-07,Client,Routine,42.2,Portal,Cancelled
REQ-006042,CLT-00111,SVC-03,LOC-05,2026-06-07,Client,Routine,13.3,Portal,Completed
REQ-006043,CLT-00058,SVC-01,LOC-07,2026-06-07,Family Member,Routine,21.5,Portal,Cancelled
REQ-006044,CLT-00090,SVC-03,LOC-07,2026-06-08,Case Manager,Urgent,67.9,Phone,Completed
REQ-006045,CLT-00170,SVC-08,LOC-02,2026-06-08,Case Manager,Routine,37.9,Phone,Backlog
REQ-006046,CLT-00388,SVC-03,LOC-08,2026-06-08,Client,Routine,22.9,Phone,Completed
REQ-006047,CLT-00240,SVC-05,LOC-09,2026-06-08,Family Member,Priority,61.0,Portal,Completed
REQ-006048,CLT-00343,SVC-01,LOC-10,2026-06-08,Case Manager,Emergency,87.7,Referral,Completed
REQ-006049,CLT-00307,SVC-05,LOC-03,2026-06-08,Client,Priority,17.5,Phone,Completed
REQ-006050,CLT-00297,SVC-09,LOC-06,2026-06-08,Client,Routine,43.1,Phone,Cancelled
REQ-006051,CLT-00048,SVC-05,LOC-10,2026-06-08,Case Manager,Routine,41.8,Case Manager,Cancelled
REQ-006052,CLT-00251,SVC-05,LOC-07,2026-06-08,Case Manager,Urgent,66.8,Referral,Completed
REQ-006053,CLT-00202,SVC-01,LOC-08,2026-06-08,Client,Priority,64.9,Referral,Scheduled
REQ-006054,CLT-00343,SVC-01,LOC-10,2026-06-08,GP / Clinician,Urgent,79.8,Phone,Cancelled
REQ-006055,CLT-00165,SVC-02,LOC-07,2026-06-08,Case Manager,Urgent,88.7,Referral,Cancelled
REQ-006056,CLT-00229,SVC-01,LOC-01,2026-06-08,Case Manager,Routine,67.4,Phone,Cancelled
REQ-006057,CLT-00223,SVC-07,LOC-04,2026-06-08,Client,Priority,36.1,Phone,Completed
REQ-006058,CLT-00339,SVC-06,LOC-03,2026-06-08,Client,Routine,43.6,Referral,Completed
REQ-006059,CLT-00105,SVC-03,LOC-10,2026-06-08,Family Member,Routine,18.3,Portal,Completed
REQ-006060,CLT-00143,SVC-06,LOC-05,2026-06-08,Family Member,Routine,61.4,Portal,Cancelled
REQ-006061,CLT-00447,SVC-04,LOC-08,2026-06-08,Client,Routine,31.0,Referral,Completed
REQ-006062,CLT-00205,SVC-07,LOC-08,2026-06-08,Client,Routine,44.1,Referral,Scheduled
REQ-006063,CLT-00132,SVC-03,LOC-02,2026-06-08,Case Manager,Routine,53.2,Referral,Cancelled
REQ-006064,CLT-00195,SVC-06,LOC-08,2026-06-08,Family Member,Routine,,Portal,Completed
REQ-006065,CLT-00274,SVC-07,LOC-04,2026-06-08,GP / Clinician,Emergency,56.8,Referral,Cancelled
REQ-006066,CLT-00475,SVC-06,LOC-03,2026-06-08,GP / Clinician,Priority,33.3,Referral,Completed
REQ-006067,CLT-00497,SVC-02,LOC-03,2026-06-08,Family Member,Routine,35.2,Phone,Cancelled
REQ-006068,CLT-00135,SVC-03,LOC-04,2026-06-09,Case Manager,Routine,83.3,Phone,Completed
REQ-006069,CLT-00486,SVC-01,LOC-07,2026-06-09,Family Member,Urgent,48.3,Phone,Completed
REQ-006070,CLT-00351,SVC-02,LOC-08,2026-06-09,Client,Routine,8.3,Case Manager,Cancelled
REQ-006071,CLT-00166,SVC-05,LOC-02,2026-06-09,Family Member,Routine,20.4,Referral,Completed
REQ-006072,CLT-00117,SVC-01,LOC-10,2026-06-09,Client,Routine,45.8,Phone,Completed
REQ-006073,CLT-00356,SVC-01,LOC-10,2026-06-09,Family Member,Priority,7.9,Portal,Scheduled
REQ-006074,CLT-00077,SVC-05,LOC-01,2026-06-09,Client,Routine,43.2,Phone,Completed
REQ-006075,CLT-00239,SVC-02,LOC-10,2026-06-09,Case Manager,Routine,41.1,Portal,Completed
REQ-006076,CLT-00095,SVC-01,LOC-04,2026-06-09,Client,Routine,10.6,Portal,Completed
REQ-006077,CLT-00365,SVC-07,LOC-03,2026-06-09,Family Member,Routine,60.4,Referral,Cancelled
REQ-006078,CLT-00415,SVC-04,LOC-07,2026-06-09,Case Manager,Routine,71.6,Referral,Cancelled
REQ-006079,CLT-00486,SVC-04,LOC-07,2026-06-09,Family Member,Priority,32.4,Phone,Completed
REQ-006080,CLT-00137,SVC-07,LOC-05,2026-06-09,Client,Urgent,53.0,Phone,Completed
REQ-006081,CLT-00270,SVC-04,LOC-02,2026-06-09,GP / Clinician,Priority,64.8,Phone,Completed
REQ-006082,CLT-00322,SVC-04,LOC-07,2026-06-09,Client,Routine,12.3,Phone,Cancelled
REQ-006083,CLT-00091,SVC-04,LOC-04,2026-06-09,Client,Routine,8.4,Referral,Completed
REQ-006084,CLT-00507,SVC-03,LOC-07,2026-06-09,Client,Routine,10.2,Portal,Completed
REQ-006085,CLT-00393,SVC-09,LOC-10,2026-06-09,Client,Routine,19.3,Case Manager,Completed
REQ-006086,CLT-00500,SVC-08,LOC-06,2026-06-09,Family Member,Routine,7.8,Referral,Completed
REQ-006087,CLT-00493,SVC-01,LOC-05,2026-06-09,Client,Routine,34.8,Case Manager,Completed
REQ-006088,CLT-00344,SVC-01,LOC-05,2026-06-09,Case Manager,Routine,34.7,Case Manager,Scheduled
REQ-006089,CLT-00013,SVC-06,LOC-05,2026-06-09,Case Manager,Routine,39.4,Referral,Completed
REQ-006090,CLT-00483,SVC-04,LOC-02,2026-06-09,Family Member,Priority,61.8,Phone,Backlog
REQ-006091,CLT-00356,SVC-02,LOC-10,2026-06-09,Client,Routine,15.7,Case Manager,Backlog
REQ-006092,CLT-00177,SVC-05,LOC-08,2026-06-09,Family Member,Urgent,38.8,Referral,Completed
REQ-006093,CLT-00120,SVC-05,LOC-03,2026-06-10,Family Member,Routine,33.6,Portal,Cancelled
REQ-006094,CLT-00154,SVC-02,LOC-02,2026-06-10,Case Manager,Priority,81.7,Phone,Completed
REQ-006095,CLT-00368,SVC-04,LOC-06,2026-06-10,Client,Urgent,67.9,Phone,Completed
REQ-006096,CLT-00348,SVC-06,LOC-10,2026-06-10,Family Member,Routine,13.2,Portal,Cancelled
REQ-006097,CLT-00102,SVC-01,LOC-07,2026-06-10,Client,Routine,13.8,Portal,Completed
REQ-006098,CLT-00321,SVC-09,LOC-10,2026-06-10,Family Member,Routine,22.4,Phone,Completed
REQ-006099,CLT-00475,SVC-02,LOC-03,2026-06-10,Family Member,Emergency,41.0,Case Manager,Completed
REQ-006100,CLT-00190,SVC-03,LOC-02,2026-06-10,GP / Clinician,Priority,53.9,Phone,Backlog
REQ-006101,CLT-00323,SVC-07,LOC-07,2026-06-10,Family Member,Urgent,14.1,Phone,Completed
REQ-006102,CLT-00390,SVC-04,LOC-07,2026-06-10,Client,Priority,45.9,Referral,Completed
REQ-006103,CLT-00118,SVC-03,LOC-01,2026-06-10,Client,Priority,32.5,Phone,Backlog
REQ-006104,CLT-00232,SVC-06,LOC-02,2026-06-10,Family Member,Routine,31.7,Referral,Completed
REQ-006105,CLT-00427,SVC-07,LOC-01,2026-06-10,Family Member,Routine,32.3,Portal,Completed
REQ-006106,CLT-00312,SVC-02,LOC-07,2026-06-10,GP / Clinician,Routine,16.8,Referral,Completed
REQ-006107,CLT-00230,SVC-01,LOC-05,2026-06-10,Client,Routine,,Portal,Completed
REQ-006108,CLT-00473,SVC-01,LOC-08,2026-06-10,Case Manager,Routine,56.2,Case Manager,Completed
REQ-006109,CLT-00200,SVC-02,LOC-10,2026-06-10,Case Manager,Urgent,99.0,Referral,Completed
REQ-006110,CLT-00198,SVC-06,LOC-02,2026-06-10,Client,Routine,9.9,Case Manager,Completed
REQ-006111,CLT-00500,SVC-05,LOC-06,2026-06-10,Case Manager,Routine,25.7,Phone,Completed
REQ-006112,CLT-00272,SVC-06,LOC-05,2026-06-10,Client,Priority,37.4,Phone,Completed
REQ-006113,CLT-00478,SVC-05,LOC-08,2026-06-11,Family Member,Emergency,14.5,Portal,Backlog
REQ-006114,CLT-00502,SVC-02,LOC-03,2026-06-11,Client,Priority,33.1,Case Manager,Cancelled
REQ-006115,CLT-00034,SVC-03,LOC-10,2026-06-11,Client,Priority,25.5,Portal,Completed
REQ-006116,CLT-00486,SVC-01,LOC-07,2026-06-11,Family Member,Routine,35.0,Referral,Completed
REQ-006117,CLT-00311,SVC-08,LOC-10,2026-06-11,Case Manager,Routine,40.9,Portal,Cancelled
REQ-006118,CLT-00200,SVC-01,LOC-10,2026-06-11,GP / Clinician,Priority,81.9,Portal,Completed
REQ-006119,CLT-00454,SVC-07,LOC-04,2026-06-11,Client,Priority,67.7,Case Manager,Completed
REQ-006120,CLT-00092,SVC-07,LOC-07,2026-06-11,Client,Routine,37.9,Phone,Completed
REQ-006121,CLT-00509,SVC-02,LOC-02,2026-06-11,Family Member,Priority,21.9,Portal,Completed
REQ-006122,CLT-00447,SVC-04,LOC-08,2026-06-11,Case Manager,Routine,37.2,Referral,Cancelled
REQ-006123,CLT-00255,SVC-07,LOC-01,2026-06-11,GP / Clinician,Priority,42.8,Portal,Completed
REQ-006124,CLT-00442,SVC-07,LOC-05,2026-06-11,Family Member,Routine,33.7,Referral,Scheduled
