request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-005952,CLT-00262,SVC-01,LOC-08,2026-06-03,Family Member,Emergency,77.2,Phone,Completed,1.21,5,False
REQ-005953,CLT-00250,SVC-05,LOC-05,2026-06-03,Client,Priority,43.8,Phone,Completed,0.68,72,True
REQ-005955,CLT-00114,SVC-08,LOC-01,2026-06-03,Family Member,Priority,15.2,Referral,Completed,0.75,72,True
REQ-005957,CLT-00322,SVC-02,LOC-07,2026-06-03,Client,Routine,19.9,Phone,Completed,1.91,185,True
REQ-005958,CLT-00054,SVC-02,LOC-03,2026-06-03,Client,Routine,21.0,Case Manager,Cancelled,0.63,168,True
REQ-005959,CLT-00239,SVC-07,LOC-10,2026-06-03,Family Member,Routine,33.7,Referral,Completed,3.06,218,True
REQ-005960,CLT-00098,SVC-09,LOC-03,2026-06-03,GP / Clinician,Urgent,86.1,Case Manager,Completed,0.43,24,True
REQ-005962,CLT-00456,SVC-04,LOC-03,2026-06-03,Family Member,Priority,72.6,Portal,Completed,0.8,72,True
REQ-005963,CLT-00399,SVC-01,LOC-02,2026-06-03,Family Member,Urgent,81.7,Referral,Completed,0.72,24,True
REQ-005964,CLT-00078,SVC-03,LOC-01,2026-06-03,Case Manager,Priority,33.9,Phone,Completed,2.25,72,True
REQ-005965,CLT-00049,SVC-05,LOC-06,2026-06-03,Case Manager,Urgent,65.3,Phone,Cancelled,2.06,26,False
REQ-005966,CLT-00352,SVC-05,LOC-03,2026-06-03,Case Manager,Routine,66.4,Referral,Cancelled,1.69,168,True
REQ-005967,CLT-00468,SVC-06,LOC-05,2026-06-03,Client,Routine,27.8,Portal,Completed,1.43,168,True
REQ-005969,CLT-00445,SVC-02,LOC-02,2026-06-03,Case Manager,Urgent,85.3,Phone,Completed,0.17,24,True
REQ-005970,CLT-00139,SVC-05,LOC-02,2026-06-04,Case Manager,Priority,28.8,Phone,Cancelled,1.3,72,True
REQ-005971,CLT-00141,SVC-07,LOC-10,2026-06-04,Client,Routine,39.2,Case Manager,Cancelled,1.27,218,True
REQ-005972,CLT-00226,SVC-09,LOC-09,2026-06-04,Family Member,Priority,37.4,Phone,Completed,1.4,94,True
REQ-005973,CLT-00491,SVC-03,LOC-04,2026-06-04,Client,Routine,68.4,Referral,Completed,0.83,168,True
REQ-005974,CLT-00448,SVC-05,LOC-07,2026-06-04,Family Member,Priority,47.2,Portal,Cancelled,1.02,79,True
REQ-005975,CLT-00142,SVC-01,LOC-04,2026-06-04,Case Manager,Priority,44.7,Referral,Completed,0.83,72,True
REQ-005976,CLT-00126,SVC-03,LOC-05,2026-06-04,Family Member,Priority,19.1,Portal,Completed,1.08,72,True
REQ-005977,CLT-00071,SVC-09,LOC-02,2026-06-04,Case Manager,Routine,61.4,Phone,Cancelled,3.0,168,True
REQ-005978,CLT-00057,SVC-01,LOC-04,2026-06-04,Client,Routine,29.1,Referral,Completed,2.12,168,True
REQ-005979,CLT-00487,SVC-09,LOC-07,2026-06-04,Family Member,Routine,9.0,Phone,Completed,0.48,185,True
REQ-005980,CLT-00354,SVC-04,LOC-07,2026-06-04,Family Member,Urgent,18.0,Phone,Completed,0.26,26,True
REQ-005981,CLT-00370,SVC-06,LOC-09,2026-06-04,Client,Priority,37.2,Phone,Cancelled,1.59,94,True
REQ-005982,CLT-00497,SVC-01,LOC-03,2026-06-04,Family Member,Priority,28.9,Portal,Completed,1.3,72,True
REQ-005983,CLT-00004,SVC-03,LOC-06,2026-06-04,Family Member,Routine,84.9,Phone,Cancelled,5.18,185,True
REQ-005984,CLT-00430,SVC-03,LOC-01,2026-06-04,GP / Clinician,Routine,35.3,Phone,Completed,0.81,168,True
REQ-005985,CLT-00316,SVC-01,LOC-06,2026-06-04,Family Member,Routine,14.9,Portal,Cancelled,1.04,185,True
REQ-005986,CLT-00078,SVC-01,LOC-01,2026-06-04,Case Manager,Emergency,33.3,Referral,Completed,0.69,4,False
REQ-005988,CLT-00098,SVC-01,LOC-03,2026-06-04,Case Manager,Priority,87.5,Phone,Cancelled,0.99,72,True
REQ-005989,CLT-00100,SVC-01,LOC-03,2026-06-04,Client,Routine,32.1,Portal,Completed,0.76,168,True
REQ-005990,CLT-00358,SVC-01,LOC-08,2026-06-04,Client,Priority,17.2,Portal,Cancelled,1.88,94,True
REQ-005991,CLT-00087,SVC-03,LOC-06,2026-06-04,Client,Priority,37.3,Phone,Completed,3.42,79,False
REQ-005992,CLT-00135,SVC-05,LOC-04,2026-06-04,Client,Routine,83.9,Referral,Cancelled,1.82,168,True
REQ-005993,CLT-00285,SVC-02,LOC-05,2026-06-04,GP / Clinician,Priority,36.5,Referral,Completed,0.27,72,True
REQ-005994,CLT-00191,SVC-05,LOC-06,2026-06-04,Case Manager,Routine,11.9,Phone,Cancelled,1.9,185,True
REQ-005995,CLT-00458,SVC-05,LOC-02,2026-06-04,Case Manager,Emergency,36.9,Referral,Completed,0.32,4,False
REQ-005996,CLT-00421,SVC-03,LOC-01,2026-06-04,Client,Routine,17.2,Phone,Cancelled,1.18,168,True
REQ-005997,CLT-00417,SVC-08,LOC-10,2026-06-04,Client,Priority,38.1,Portal,Completed,3.15,94,True
REQ-005998,CLT-00249,SVC-07,LOC-09,2026-06-04,Family Member,Routine,38.6,Phone,Completed,0.61,218,True
REQ-005999,CLT-00376,SVC-01,LOC-01,2026-06-05,Family Member,Urgent,65.5,Portal,Completed,0.44,24,True
REQ-006000,CLT-00054,SVC-06,LOC-03,2026-06-05,Family Member,Routine,7.3,Portal,Cancelled,0.51,168,True
REQ-006001,CLT-00083,SVC-06,LOC-10,2026-06-05,Client,Routine,16.9,Portal,Cancelled,0.52,218,True
REQ-006002,CLT-00114,SVC-06,LOC-01,2026-06-05,Client,Priority,13.1,Referral,Completed,1.08,72,True
REQ-006003,CLT-00202,SVC-05,LOC-08,2026-06-05,GP / Clinician,Priority,70.8,Case Manager,Cancelled,0.23,94,True
REQ-006004,CLT-00216,SVC-02,LOC-04,2026-06-05,Client,Routine,12.9,Phone,Cancelled,0.41,168,True
REQ-006006,CLT-00103,SVC-01,LOC-10,2026-06-05,GP / Clinician,Priority,25.8,Portal,Completed,0.5,94,True
REQ-006007,CLT-00369,SVC-02,LOC-05,2026-06-05,Family Member,Routine,37.9,Case Manager,Scheduled,1.74,168,True
REQ-006008,CLT-00354,SVC-04,LOC-07,2026-06-05,Client,Priority,18.1,Portal,Cancelled,0.89,79,True
REQ-006009,CLT-00378,SVC-01,LOC-07,2026-06-05,Client,Routine,8.4,Phone,Completed,0.7,185,True
REQ-006010,CLT-00236,SVC-04,LOC-04,2026-06-05,Client,Routine,14.3,Portal,Cancelled,1.55,168,True
REQ-006011,CLT-00252,SVC-04,LOC-03,2026-06-05,Case Manager,Urgent,81.3,Referral,Completed,1.33,24,False
REQ-006013,CLT-00470,SVC-03,LOC-03,2026-06-05,Client,Routine,48.2,Portal,Cancelled,0.84,168,True
REQ-006014,CLT-00514,SVC-04,LOC-09,2026-06-05,Client,Emergency,37.7,Phone,Completed,0.68,5,False
REQ-006015,CLT-00051,SVC-02,LOC-07,2026-06-05,Family Member,Routine,41.9,Phone,Completed,2.17,185,True
REQ-006016,CLT-00327,SVC-07,LOC-02,2026-06-05,Client,Priority,45.0,Phone,Cancelled,1.65,72,True
REQ-006017,CLT-00139,SVC-03,LOC-02,2026-06-05,Family Member,Routine,36.3,Portal,Cancelled,1.13,168,True
REQ-006018,CLT-00348,SVC-06,LOC-10,2026-06-05,Client,Routine,17.0,Portal,Cancelled,1.09,218,True
REQ-006019,CLT-00111,SVC-05,LOC-05,2026-06-06,Client,Routine,15.0,Phone,Cancelled,2.73,168,True
REQ-006020,CLT-00461,SVC-02,LOC-07,2026-06-06,Client,Routine,8.3,Referral,Cancelled,0.56,185,True
REQ-006021,CLT-00067,SVC-09,LOC-08,2026-06-06,Family Member,Routine,10.7,Case Manager,Completed,0.46,218,True
REQ-006022,CLT-00398,SVC-01,LOC-03,2026-06-06,Family Member,Urgent,31.6,Phone,Completed,0.73,24,True
REQ-006023,CLT-00460,SVC-04,LOC-08,2026-06-06,Case Manager,Routine,11.7,Portal,Completed,0.43,218,True
REQ-006025,CLT-00337,SVC-02,LOC-06,2026-06-06,Client,Routine,18.0,Portal,Cancelled,2.35,185,True
REQ-006026,CLT-00111,SVC-06,LOC-05,2026-06-06,Client,Priority,15.0,Case Manager,Completed,0.34,72,True
REQ-006027,CLT-00063,SVC-06,LOC-01,2026-06-06,GP / Clinician,Urgent,89.5,Phone,Cancelled,0.47,24,True
REQ-006028,CLT-00397,SVC-08,LOC-04,2026-06-06,Client,Emergency,38.5,Portal,Completed,0.08,4,True
REQ-006029,CLT-00005,SVC-01,LOC-07,2026-06-06,Family Member,Urgent,29.3,Phone,Completed,0.38,26,True
REQ-006030,CLT-00173,SVC-05,LOC-10,2026-06-06,Case Manager,Urgent,89.6,Portal,Completed,0.42,31,True
REQ-006031,CLT-00367,SVC-01,LOC-01,2026-06-06,Client,Routine,16.5,Referral,Completed,0.94,168,True
REQ-006032,CLT-00269,SVC-05,LOC-08,2026-06-06,Client,Routine,71.4,Phone,Completed,2.29,218,True
REQ-006034,CLT-00186,SVC-02,LOC-03,2026-06-07,Family Member,Routine,24.9,Phone,Cancelled,4.44,168,True
REQ-006035,CLT-00142,SVC-01,LOC-04,2026-06-07,Case Manager,Urgent,35.1,Referral,Completed,1.53,24,False
REQ-006036,CLT-00168,SVC-09,LOC-02,2026-06-07,Family Member,Priority,35.4,Referral,Completed,1.37,72,True
REQ-006037,CLT-00271,SVC-05,LOC-03,2026-06-07,Client,Urgent,83.2,Phone,Completed,0.76,24,True
REQ-006038,CLT-00394,SVC-05,LOC-02,2026-06-07,Case Manager,Urgent,68.2,Portal,Completed,0.35,24,True
REQ-006039,CLT-00478,SVC-02,LOC-08,2026-06-07,Client,Priority,8.4,Referral,Completed,0.25,94,True
REQ-006040,CLT-00148,SVC-06,LOC-02,2026-06-07,Client,Priority,63.3,Portal,Cancelled,0.6,72,True
REQ-006041,CLT-00451,SVC-03,LOC-09,2026-06-07,Client,Routine,42.2,Portal,Cancelled,1.59,218,True
REQ-006042,CLT-00111,SVC-03,LOC-05,2026-06-07,Client,Routine,13.3,Portal,Completed,4.38,168,True
REQ-006043,CLT-00058,SVC-01,LOC-07,2026-06-07,Family Member,Routine,21.5,Portal,Cancelled,1.59,185,True
REQ-006044,CLT-00090,SVC-03,LOC-07,2026-06-08,Case Manager,Urgent,67.9,Phone,Completed,0.21,26,True
REQ-006046,CLT-00388,SVC-03,LOC-08,2026-06-08,Client,Routine,22.9,Phone,Completed,1.91,218,True
REQ-006048,CLT-00343,SVC-01,LOC-10,2026-06-08,Case Manager,Emergency,87.7,Referral,Completed,0.37,5,False
REQ-006050,CLT-00297,SVC-09,LOC-06,2026-06-08,Client,Routine,43.1,Phone,Cancelled,1.28,185,True
REQ-006051,CLT-00048,SVC-05,LOC-10,2026-06-08,Case Manager,Routine,41.8,Case Manager,Cancelled,2.91,218,True
REQ-006052,CLT-00251,SVC-05,LOC-07,2026-06-08,Case Manager,Urgent,66.8,Referral,Completed,2.97,26,False
REQ-006053,CLT-00202,SVC-01,LOC-08,2026-06-08,Client,Priority,64.9,Referral,Scheduled,2.63,94,True
REQ-006054,CLT-00343,SVC-01,LOC-10,2026-06-08,GP / Clinician,Urgent,79.8,Phone,Cancelled,0.72,31,True
REQ-006055,CLT-00165,SVC-02,LOC-07,2026-06-08,Case Manager,Urgent,88.7,Referral,Cancelled,1.23,26,False
REQ-006056,CLT-00229,SVC-01,LOC-01,2026-06-08,Case Manager,Routine,67.4,Phone,Cancelled,0.7,168,True
REQ-006057,CLT-00223,SVC-07,LOC-04,2026-06-08,Client,Priority,36.1,Phone,Completed,0.88,72,True
REQ-006058,CLT-00339,SVC-06,LOC-03,2026-06-08,Client,Routine,43.6,Referral,Completed,1.33,168,True
REQ-006059,CLT-00105,SVC-03,LOC-10,2026-06-08,Family Member,Routine,18.3,Portal,Completed,1.51,218,True
REQ-006060,CLT-00143,SVC-06,LOC-05,2026-06-08,Family Member,Routine,61.4,Portal,Cancelled,1.82,168,True
REQ-006062,CLT-00205,SVC-07,LOC-08,2026-06-08,Client,Routine,44.1,Referral,Scheduled,1.32,218,True
REQ-006063,CLT-00132,SVC-03,LOC-02,2026-06-08,Case Manager,Routine,53.2,Referral,Cancelled,0.74,168,True
REQ-006064,CLT-00195,SVC-06,LOC-08,2026-06-08,Family Member,Routine,,Portal,Completed,2.56,218,True
REQ-006065,CLT-00274,SVC-07,LOC-04,2026-06-08,GP / Clinician,Emergency,56.8,Referral,Cancelled,0.33,4,False
REQ-006066,CLT-00475,SVC-06,LOC-03,2026-06-08,GP / Clinician,Priority,33.3,Referral,Completed,0.86,72,True
REQ-006067,CLT-00497,SVC-02,LOC-03,2026-06-08,Family Member,Routine,35.2,Phone,Cancelled,2.29,168,True
REQ-006068,CLT-00135,SVC-03,LOC-04,2026-06-09,Case Manager,Routine,83.3,Phone,Completed,2.4,168,True
REQ-006069,CLT-00486,SVC-01,LOC-07,2026-06-09,Family Member,Urgent,48.3,Phone,Completed,0.66,26,True
REQ-006070,CLT-00351,SVC-02,LOC-08,2026-06-09,Client,Routine,8.3,Case Manager,Cancelled,0.24,218,True
REQ-006071,CLT-00166,SVC-05,LOC-02,2026-06-09,Family Member,Routine,20.4,Referral,Completed,1.95,168,True
REQ-006072,CLT-00117,SVC-01,LOC-10,2026-06-09,Client,Routine,45.8,Phone,Completed,2.89,218,True
REQ-006073,CLT-00356,SVC-01,LOC-10,2026-06-09,Family Member,Priority,7.9,Portal,Scheduled,1.04,94,True
REQ-006075,CLT-00239,SVC-02,LOC-10,2026-06-09,Case Manager,Routine,41.1,Portal,Completed,3.88,218,True
REQ-006076,CLT-00095,SVC-01,LOC-04,2026-06-09,Client,Routine,10.6,Portal,Completed,0.54,168,True
REQ-006077,CLT-00365,SVC-07,LOC-03,2026-06-09,Family Member,Routine,60.4,Referral,Cancelled,2.43,168,True
REQ-006078,CLT-00415,SVC-04,LOC-07,2026-06-09,Case Manager,Routine,71.6,Referral,Cancelled,6.19,185,True
REQ-006079,CLT-00486,SVC-04,LOC-07,2026-06-09,Family Member,Priority,32.4,Phone,Completed,1.35,79,True
REQ-006080,CLT-00137,SVC-07,LOC-05,2026-06-09,Client,Urgent,53.0,Phone,Completed,0.66,24,True
REQ-006081,CLT-00270,SVC-04,LOC-02,2026-06-09,GP / Clinician,Priority,64.8,Phone,Completed,1.23,72,True
REQ-006082,CLT-00322,SVC-04,LOC-07,2026-06-09,Client,Routine,12.3,Phone,Cancelled,0.8,185,True
REQ-006083,CLT-00091,SVC-04,LOC-04,2026-06-09,Client,Routine,8.4,Referral,Completed,3.17,168,True
REQ-006084,CLT-00507,SVC-03,LOC-07,2026-06-09,Client,Routine,10.2,Portal,Completed,0.86,185,True
REQ-006085,CLT-00393,SVC-09,LOC-10,2026-06-09,Client,Routine,19.3,Case Manager,Completed,4.44,218,True
REQ-006086,CLT-00500,SVC-08,LOC-06,2026-06-09,Family Member,Routine,7.8,Referral,Completed,0.28,185,True
REQ-006087,CLT-00493,SVC-01,LOC-05,2026-06-09,Client,Routine,34.8,Case Manager,Completed,0.5,168,True
REQ-006088,CLT-00344,SVC-01,LOC-05,2026-06-09,Case Manager,Routine,34.7,Case Manager,Scheduled,1.47,168,True
REQ-006089,CLT-00013,SVC-06,LOC-05,2026-06-09,Case Manager,Routine,39.4,Referral,Completed,1.34,168,True
REQ-006092,CLT-00177,SVC-05,LOC-08,2026-06-09,Family Member,Urgent,38.8,Referral,Completed,1.25,31,True
REQ-006093,CLT-00120,SVC-05,LOC-03,2026-06-10,Family Member,Routine,33.6,Portal,Cancelled,0.85,168,True
REQ-006094,CLT-00154,SVC-02,LOC-02,2026-06-10,Case Manager,Priority,81.7,Phone,Completed,0.42,72,True
REQ-006095,CLT-00368,SVC-04,LOC-06,2026-06-10,Client,Urgent,67.9,Phone,Completed,1.73,26,False
REQ-006096,CLT-00348,SVC-06,LOC-10,2026-06-10,Family Member,Routine,13.2,Portal,Cancelled,0.9,218,True
REQ-006097,CLT-00102,SVC-01,LOC-07,2026-06-10,Client,Routine,13.8,Portal,Completed,2.98,185,True
REQ-006098,CLT-00321,SVC-09,LOC-10,2026-06-10,Family Member,Routine,22.4,Phone,Completed,0.4,218,True
REQ-006099,CLT-00475,SVC-02,LOC-03,2026-06-10,Family Member,Emergency,41.0,Case Manager,Completed,0.09,4,True
REQ-006101,CLT-00323,SVC-07,LOC-07,2026-06-10,Family Member,Urgent,14.1,Phone,Completed,0.83,26,True
REQ-006102,CLT-00390,SVC-04,LOC-07,2026-06-10,Client,Priority,45.9,Referral,Completed,2.96,79,True
REQ-006104,CLT-00232,SVC-06,LOC-02,2026-06-10,Family Member,Routine,31.7,Referral,Completed,1.71,168,True
REQ-006105,CLT-00427,SVC-07,LOC-01,2026-06-10,Family Member,Routine,32.3,Portal,Completed,1.1,168,True
REQ-006106,CLT-00312,SVC-02,LOC-07,2026-06-10,GP / Clinician,Routine,16.8,Referral,Completed,1.08,185,True
REQ-006107,CLT-00230,SVC-01,LOC-05,2026-06-10,Client,Routine,,Portal,Completed,1.83,168,True
REQ-006108,CLT-00473,SVC-01,LOC-08,2026-06-10,Case Manager,Routine,56.2,Case Manager,Completed,3.31,218,True
REQ-006109,CLT-00200,SVC-02,LOC-10,2026-06-10,Case Manager,Urgent,99.0,Referral,Completed,0.95,31,True
REQ-006110,CLT-00198,SVC-06,LOC-02,2026-06-10,Client,Routine,9.9,Case Manager,Completed,1.67,168,True
REQ-006111,CLT-00500,SVC-05,LOC-06,2026-06-10,Case Manager,Routine,25.7,Phone,Completed,2.64,185,True
REQ-006112,CLT-00272,SVC-06,LOC-05,2026-06-10,Client,Priority,37.4,Phone,Completed,0.91,72,True
REQ-006114,CLT-00502,SVC-02,LOC-03,2026-06-11,Client,Priority,33.1,Case Manager,Cancelled,1.25,72,True
REQ-006115,CLT-00034,SVC-03,LOC-10,2026-06-11,Client,Priority,25.5,Portal,Completed,0.44,94,True
REQ-006116,CLT-00486,SVC-01,LOC-07,2026-06-11,Family Member,Routine,35.0,Referral,Completed,1.77,185,True
REQ-006117,CLT-00311,SVC-08,LOC-10,2026-06-11,Case Manager,Routine,40.9,Portal,Cancelled,1.65,218,True
REQ-006118,CLT-00200,SVC-01,LOC-10,2026-06-11,GP / Clinician,Priority,81.9,Portal,Completed,2.39,94,True
REQ-006120,CLT-00092,SVC-07,LOC-07,2026-06-11,Client,Routine,37.9,Phone,Completed,7.55,185,True
REQ-006121,CLT-00509,SVC-02,LOC-02,2026-06-11,Family Member,Priority,21.9,Portal,Completed,0.51,72,True
REQ-006123,CLT-00255,SVC-07,LOC-01,2026-06-11,GP / Clinician,Priority,42.8,Portal,Completed,1.19,72,True
REQ-006124,CLT-00442,SVC-07,LOC-05,2026-06-11,Family Member,Routine,33.7,Referral,Scheduled,1.57,168,True
REQ-006125,CLT-00356,SVC-01,LOC-10,2026-06-11,Client,Routine,16.7,Phone,Completed,1.67,218,True
REQ-006126,CLT-00054,SVC-05,LOC-03,2026-06-11,Client,Routine,16.5,Phone,Completed,0.7,168,True
REQ-006127,CLT-00392,SVC-05,LOC-04,2026-06-11,Client,Routine,16.3,Case Manager,Completed,0.95,168,True
REQ-006128,CLT-00270,SVC-06,LOC-02,2026-06-11,Client,Routine,64.4,Portal,Completed,2.17,168,True
REQ-006129,CLT-00330,SVC-01,LOC-05,2026-06-11,Case Manager,Urgent,34.4,Case Manager,Completed,0.53,24,True
REQ-006130,CLT-00195,SVC-03,LOC-08,2026-06-11,Family Member,Routine,27.4,Phone,Completed,2.43,218,True
REQ-006131,CLT-00026,SVC-03,LOC-01,2026-06-11,Client,Priority,34.1,Portal,Cancelled,1.41,72,True
REQ-006132,CLT-00006,SVC-07,LOC-09,2026-06-11,Case Manager,Routine,36.9,Case Manager,Scheduled,1.45,218,True
REQ-006133,CLT-00328,SVC-01,LOC-03,2026-06-11,Case Manager,Priority,17.3,Phone,Completed,0.05,72,True
REQ-006134,CLT-00213,SVC-01,LOC-08,2026-06-11,Family Member,Urgent,44.1,Phone,Completed,0.59,31,True
REQ-006135,CLT-00166,SVC-01,LOC-02,2026-06-11,Client,Priority,8.6,Case Manager,Cancelled,1.04,72,True
REQ-006136,CLT-00490,SVC-04,LOC-08,2026-06-11,Client,Routine,17.9,Portal,Scheduled,1.42,218,True
REQ-006137,CLT-00078,SVC-01,LOC-01,2026-06-11,Client,Priority,29.8,Referral,Cancelled,1.29,72,True
REQ-006138,CLT-00229,SVC-07,LOC-01,2026-06-11,GP / Clinician,Urgent,91.5,Phone,Cancelled,0.88,24,True
REQ-006139,CLT-00217,SVC-09,LOC-06,2026-06-11,Client,Routine,2.8,Referral,Completed,2.38,185,True
REQ-006140,CLT-00412,SVC-06,LOC-07,2026-06-11,GP / Clinician,Priority,59.1,Portal,Cancelled,1.35,79,True
REQ-006141,CLT-00503,SVC-01,LOC-10,2026-06-11,Family Member,Routine,9.7,Portal,Cancelled,1.21,218,True
REQ-006143,CLT-00357,SVC-08,LOC-08,2026-06-11,Family Member,Routine,43.2,Case Manager,Completed,2.84,218,True
REQ-006144,CLT-00463,SVC-09,LOC-06,2026-06-11,Client,Emergency,90.2,Portal,Completed,0.53,4,False
REQ-006145,CLT-00132,SVC-08,LOC-02,2026-06-11,Client,Priority,63.0,Phone,Cancelled,1.35,72,True
REQ-006146,CLT-00144,SVC-04,LOC-03,2026-06-11,Client,Emergency,35.7,Referral,Completed,0.7,4,False
REQ-006147,CLT-00344,SVC-01,LOC-05,2026-06-11,Client,Routine,41.7,Phone,Cancelled,2.1,168,True
REQ-006148,CLT-00433,SVC-04,LOC-01,2026-06-11,Client,Priority,40.6,Portal,Cancelled,1.81,72,True
REQ-006149,CLT-00487,SVC-04,LOC-07,2026-06-12,Client,Routine,27.5,Phone,Scheduled,0.09,185,True
REQ-006150,CLT-00125,SVC-01,LOC-06,2026-06-12,Family Member,Priority,14.1,Portal,Cancelled,1.02,79,True
REQ-006151,CLT-00172,SVC-01,LOC-07,2026-06-12,Family Member,Routine,12.4,Referral,Cancelled,0.32,185,True
REQ-006152,CLT-00322,SVC-05,LOC-07,2026-06-12,Family Member,Priority,13.4,Case Manager,Completed,1.5,79,True
REQ-006153,CLT-00369,SVC-05,LOC-05,2026-06-12,Client,Routine,39.5,Referral,Completed,1.66,168,True
REQ-006154,CLT-00004,SVC-04,LOC-06,2026-06-12,Case Manager,Routine,83.6,Referral,Completed,0.88,185,True
REQ-006156,CLT-00146,SVC-02,LOC-03,2026-06-12,Client,Priority,32.4,Portal,Cancelled,0.17,72,True
REQ-006157,CLT-00190,SVC-04,LOC-02,2026-06-12,Case Manager,Emergency,65.6,Phone,Cancelled,0.18,4,False
REQ-006158,CLT-00487,SVC-08,LOC-07,2026-06-12,Client,Priority,15.5,Portal,Cancelled,1.29,79,True
REQ-006159,CLT-00285,SVC-08,LOC-05,2026-06-12,Client,Routine,40.1,Portal,Cancelled,3.11,168,True
REQ-006160,CLT-00087,SVC-07,LOC-06,2026-06-12,Case Manager,Priority,40.2,Referral,Scheduled,1.35,79,True
REQ-006161,CLT-00130,SVC-05,LOC-01,2026-06-12,Client,Urgent,40.4,Portal,Cancelled,0.43,24,True
REQ-006162,CLT-00502,SVC-09,LOC-03,2026-06-12,Family Member,Routine,29.9,Referral,Cancelled,1.6,168,True
REQ-006164,CLT-00270,SVC-01,LOC-02,2026-06-12,Case Manager,Routine,62.4,Phone,Cancelled,3.07,168,True
REQ-006165,CLT-00297,SVC-07,LOC-06,2026-06-12,GP / Clinician,Routine,38.3,Portal,Cancelled,3.25,185,True
REQ-006167,CLT-00065,SVC-04,LOC-08,2026-06-12,Client,Routine,12.2,Phone,Cancelled,1.07,218,True
REQ-006168,CLT-00141,SVC-03,LOC-10,2026-06-12,GP / Clinician,Routine,32.1,Phone,Cancelled,0.99,218,True
REQ-006169,CLT-00148,SVC-06,LOC-02,2026-06-12,Case Manager,Priority,61.2,Referral,Completed,1.06,72,True
REQ-006170,CLT-00335,SVC-02,LOC-08,2026-06-12,Case Manager,Routine,63.9,Phone,Cancelled,3.75,218,True
REQ-006171,CLT-00278,SVC-05,LOC-05,2026-06-12,GP / Clinician,Priority,83.7,Case Manager,Cancelled,0.91,72,True
REQ-006172,CLT-00269,SVC-08,LOC-08,2026-06-12,Family Member,Urgent,57.9,Portal,Completed,1.36,31,False
REQ-006173,CLT-00263,SVC-08,LOC-06,2026-06-12,Family Member,Routine,9.2,Portal,Cancelled,0.79,185,True
REQ-006174,CLT-00197,SVC-04,LOC-05,2026-06-12,Case Manager,Priority,50.3,Portal,Completed,0.63,72,True
REQ-006175,CLT-00008,SVC-03,LOC-07,2026-06-12,Case Manager,Urgent,88.0,Phone,Cancelled,1.84,26,False
REQ-006176,CLT-00075,SVC-07,LOC-10,2026-06-12,Case Manager,Priority,65.1,Portal,Completed,0.62,94,True
REQ-006178,CLT-00314,SVC-01,LOC-10,2026-06-12,Client,Priority,16.0,Phone,Completed,1.93,94,True
REQ-006179,CLT-00111,SVC-09,LOC-05,2026-06-13,Client,Routine,20.4,Portal,Cancelled,0.9,168,True
REQ-006180,CLT-00382,SVC-01,LOC-06,2026-06-13,Client,Routine,37.8,Referral,Cancelled,1.19,185,True
REQ-006181,CLT-00297,SVC-04,LOC-06,2026-06-13,Client,Priority,35.9,Portal,Completed,1.22,79,True
REQ-006183,CLT-00499,SVC-02,LOC-10,2026-06-13,GP / Clinician,Priority,97.1,Phone,Completed,1.35,94,True
REQ-006184,CLT-00452,SVC-01,LOC-03,2026-06-13,GP / Clinician,Routine,13.7,Portal,Cancelled,2.36,168,True
REQ-006185,CLT-00494,SVC-09,LOC-03,2026-06-13,Client,Routine,36.5,Case Manager,Scheduled,3.98,168,True
REQ-006186,CLT-00038,SVC-02,LOC-01,2026-06-13,Family Member,Routine,15.9,Portal,Cancelled,0.32,168,True
REQ-006187,CLT-00025,SVC-07,LOC-07,2026-06-13,Client,Routine,23.4,Portal,Cancelled,2.02,185,True
REQ-006188,CLT-00176,SVC-05,LOC-01,2026-06-13,Case Manager,Routine,58.2,Phone,Cancelled,1.25,168,True
REQ-006189,CLT-00519,SVC-01,LOC-08,2026-06-13,Family Member,Priority,41.9,Referral,Completed,1.75,94,True
REQ-006190,CLT-00175,SVC-03,LOC-01,2026-06-13,Client,Urgent,62.7,Referral,Scheduled,0.6,24,True
REQ-006191,CLT-00277,SVC-05,LOC-09,2026-06-13,Client,Urgent,5.1,Portal,Completed,0.33,31,True
REQ-006192,CLT-00283,SVC-02,LOC-03,2026-06-14,Case Manager,Routine,35.9,Phone,Cancelled,0.43,168,True
REQ-006193,CLT-00488,SVC-01,LOC-02,2026-06-14,Family Member,Priority,33.3,Portal,Cancelled,1.01,72,True
REQ-006194,CLT-00276,SVC-05,LOC-01,2026-06-14,Client,Routine,55.8,Phone,Completed,3.68,168,True
REQ-006195,CLT-00185,SVC-04,LOC-06,2026-06-14,Family Member,Routine,70.2,Phone,Completed,2.28,185,True
REQ-006196,CLT-00225,SVC-07,LOC-04,2026-06-14,Family Member,Urgent,30.8,Case Manager,Completed,0.17,24,True
REQ-006197,CLT-00298,SVC-06,LOC-06,2026-06-14,Client,Routine,40.7,Portal,Completed,2.12,185,True
REQ-006199,CLT-00492,SVC-01,LOC-02,2026-06-14,Family Member,Urgent,50.8,Referral,Completed,0.41,24,True
REQ-006200,CLT-00405,SVC-06,LOC-04,2026-06-14,Case Manager,Emergency,31.4,Phone,Completed,0.19,4,False
