appointment_id,request_id,employee_id,location_id,service_type_id,scheduled_date,status,travel_minutes,override_flag,override_reason,cancellation_reason,cancelled_by,notice_hours,rebooked_flag,client_satisfaction_score,outcome_quality_score,incident_flag,goal_achieved_flag,follow_up_required_flag
APT-004499,REQ-004842,EMP-00025,LOC-10,SVC-03,2026-04-12,Completed,41,False,,,,,,,90.1,False,False,False
APT-004500,REQ-004843,EMP-00113,LOC-08,SVC-09,2026-04-14,Completed,3,False,,,,,,2.9,82.2,False,False,True
APT-004502,REQ-004845,EMP-00054,LOC-08,SVC-05,2026-04-13,Completed,23,False,,,,,,4.3,83.2,False,True,False
APT-004503,REQ-004846,EMP-00137,LOC-07,SVC-09,2026-04-13,Completed,41,False,,,,,,3.7,73.0,False,True,False
APT-004504,REQ-004847,EMP-00085,LOC-08,SVC-01,2026-04-12,Completed,46,False,,,,,,4.4,84.5,False,False,True
APT-004505,REQ-004849,EMP-00113,LOC-02,SVC-01,2026-04-13,Completed,13,False,,,,,,5.0,87.0,False,True,False
APT-004506,REQ-004850,EMP-00101,LOC-04,SVC-05,2026-04-12,Completed,52,False,,,,,,3.4,85.8,False,True,True
APT-004507,REQ-004851,EMP-00084,LOC-06,SVC-07,2026-04-16,Completed,13,False,,,,,,,77.8,False,True,False
APT-004509,REQ-004853,EMP-00047,LOC-05,SVC-07,2026-04-14,Completed,9,False,,,,,,5.0,82.9,False,True,False
APT-004510,REQ-004854,EMP-00024,LOC-09,SVC-03,2026-04-14,Completed,16,False,,,,,,3.7,76.6,False,True,False
APT-004513,REQ-004857,EMP-00055,LOC-09,SVC-01,2026-04-14,Completed,23,False,,,,,,5.0,67.4,False,True,False
APT-004514,REQ-004858,EMP-00133,LOC-04,SVC-01,2026-04-14,Completed,14,False,,,,,,5.0,83.2,False,True,False
APT-004517,REQ-004861,EMP-00138,LOC-03,SVC-01,2026-04-15,Completed,16,False,,,,,,2.9,75.8,False,True,True
APT-004518,REQ-004862,EMP-00113,LOC-07,SVC-01,2026-04-14,Completed,3,False,,,,,,4.4,78.9,False,True,False
APT-004519,REQ-004863,EMP-00129,LOC-07,SVC-01,2026-04-13,Completed,58,False,,,,,,3.0,86.4,False,True,False
APT-004520,REQ-004864,EMP-00142,LOC-01,SVC-02,2026-04-13,Completed,14,False,,,,,,4.7,96.6,False,True,True
APT-004521,REQ-004865,EMP-00061,LOC-06,SVC-04,2026-04-13,Completed,3,False,,,,,,5.0,94.2,False,False,False
APT-004523,REQ-004867,EMP-00092,LOC-02,SVC-03,2026-04-13,Completed,13,False,,,,,,,68.6,False,True,False
APT-004524,REQ-004868,EMP-00021,LOC-08,SVC-09,2026-04-14,Completed,39,False,,,,,,4.8,80.8,False,True,False
APT-004525,REQ-004869,EMP-00035,LOC-07,SVC-03,2026-04-14,Completed,3,False,,,,,,4.1,87.3,False,True,True
APT-004526,REQ-004870,EMP-00033,LOC-02,SVC-05,2026-04-13,Completed,12,False,,,,,,3.1,73.9,False,True,False
APT-004529,REQ-004873,EMP-00022,LOC-03,SVC-01,2026-04-13,Completed,22,False,,,,,,4.5,81.7,False,False,True
APT-004530,REQ-004874,EMP-00023,LOC-09,SVC-05,2026-04-13,Completed,13,True,Skill match unavailable,,,,,4.8,100.0,False,False,False
APT-004531,REQ-004875,EMP-00062,LOC-08,SVC-04,2026-04-13,Completed,24,False,,,,,,3.5,80.7,False,True,False
APT-004535,REQ-004879,EMP-00104,LOC-04,SVC-01,2026-04-13,Completed,3,False,,,,,,3.2,66.6,False,True,False
APT-004537,REQ-004882,EMP-00031,LOC-10,SVC-08,2026-04-13,Completed,28,False,,,,,,3.6,82.6,False,True,True
APT-004538,REQ-004883,EMP-00058,LOC-05,SVC-01,2026-04-15,Completed,20,False,,,,,,4.3,89.5,False,True,True
APT-004539,REQ-004884,EMP-00150,LOC-01,SVC-05,2026-04-16,Completed,31,False,,,,,,4.4,64.5,False,True,False
APT-004540,REQ-004885,EMP-00119,LOC-06,SVC-07,2026-04-14,Completed,12,False,,,,,,,80.0,False,True,False
APT-004541,REQ-004886,EMP-00054,LOC-06,SVC-05,2026-04-15,Completed,25,False,,,,,,4.0,93.7,False,True,False
APT-004542,REQ-004887,EMP-00065,LOC-04,SVC-07,2026-04-14,Completed,16,False,,,,,,3.4,81.7,False,False,False
APT-004545,REQ-004890,EMP-00030,LOC-06,SVC-02,2026-04-15,Completed,23,False,,,,,,5.0,85.4,False,False,False
APT-004546,REQ-004892,EMP-00105,LOC-06,SVC-02,2026-04-15,Completed,42,False,,,,,,3.2,90.3,False,True,False
APT-004548,REQ-004896,EMP-00109,LOC-02,SVC-01,2026-04-14,Completed,10,False,,,,,,4.4,89.2,False,True,False
APT-004549,REQ-004897,EMP-00004,LOC-05,SVC-08,2026-04-14,Completed,19,False,,,,,,3.1,88.5,False,True,False
APT-004552,REQ-004900,EMP-00036,LOC-05,SVC-05,2026-04-14,Completed,33,False,,,,,,5.0,80.5,False,True,False
APT-004553,REQ-004901,EMP-00042,LOC-01,SVC-05,2026-04-14,Completed,55,False,,,,,,3.8,59.7,False,True,False
APT-004554,REQ-004902,EMP-00148,LOC-10,SVC-07,2026-04-14,Completed,56,False,,,,,,3.7,92.6,False,True,False
APT-004555,REQ-004904,EMP-00112,LOC-06,SVC-01,2026-04-14,Completed,40,False,,,,,,5.0,85.8,False,True,False
APT-004558,REQ-004907,EMP-00119,LOC-06,SVC-09,2026-04-16,Completed,9,False,,,,,,,71.0,False,True,False
APT-004559,REQ-004908,EMP-00038,LOC-10,SVC-05,2026-04-16,Completed,5,False,,,,,,4.4,64.4,False,True,False
APT-004562,REQ-004911,EMP-00011,LOC-02,SVC-09,2026-04-15,Completed,37,False,,,,,,4.8,67.7,False,True,True
APT-004565,REQ-004914,EMP-00051,LOC-10,SVC-03,2026-04-15,Completed,24,False,,,,,,4.2,82.8,False,False,False
APT-004568,REQ-004917,EMP-00005,LOC-03,SVC-01,2026-04-16,Completed,13,False,,,,,,4.9,79.8,False,True,False
APT-004569,REQ-004918,EMP-00043,LOC-05,SVC-07,2026-04-15,Completed,29,False,,,,,,5.0,100.0,False,False,False
APT-004570,REQ-004919,EMP-00039,LOC-04,SVC-09,2026-04-16,Completed,3,False,,,,,,4.3,95.2,False,True,False
APT-004571,REQ-004920,EMP-00052,LOC-10,SVC-08,2026-04-16,Completed,17,False,,,,,,5.0,83.1,False,True,False
APT-004573,REQ-004922,EMP-00150,LOC-08,SVC-01,2026-04-21,Completed,38,False,,,,,,,72.8,False,False,False
APT-004574,REQ-004923,EMP-00027,LOC-08,SVC-07,2026-04-16,Completed,11,False,,,,,,3.4,83.4,False,True,True
APT-004577,REQ-004926,EMP-00129,LOC-05,SVC-06,2026-04-16,Completed,8,False,,,,,,3.9,65.4,False,True,False
APT-004578,REQ-004927,EMP-00055,LOC-09,SVC-08,2026-04-17,Completed,38,False,,,,,,,90.3,False,True,True
APT-004579,REQ-004928,EMP-00056,LOC-05,SVC-01,2026-04-16,Completed,25,False,,,,,,5.0,81.4,False,True,False
APT-004580,REQ-004929,EMP-00083,LOC-04,SVC-07,2026-04-15,Completed,26,False,,,,,,3.9,95.2,False,True,False
APT-004581,REQ-004931,EMP-00148,LOC-10,SVC-09,2026-04-15,Completed,32,False,,,,,,3.6,71.0,False,True,False
APT-004584,REQ-004934,EMP-00134,LOC-07,SVC-09,2026-04-15,Completed,32,False,,,,,,4.5,70.2,False,True,False
APT-004587,REQ-004937,EMP-00052,LOC-10,SVC-01,2026-04-16,Completed,29,True,Skill match unavailable,,,,,4.8,89.5,False,True,False
APT-004588,REQ-004938,EMP-00131,LOC-08,SVC-04,2026-04-17,Completed,3,False,,,,,,3.6,74.9,False,False,False
APT-004594,REQ-004944,EMP-00093,LOC-02,SVC-06,2026-04-16,Completed,32,False,,,,,,3.8,87.3,False,True,False
APT-004596,REQ-004946,EMP-00015,LOC-02,SVC-01,2026-04-16,Completed,3,False,,,,,,4.5,83.4,False,True,False
APT-004597,REQ-004947,EMP-00033,LOC-05,SVC-09,2026-04-16,Completed,10,False,,,,,,4.1,77.8,False,True,False
APT-004598,REQ-004948,EMP-00021,LOC-03,SVC-07,2026-04-16,Completed,22,False,,,,,,3.5,87.0,False,True,True
APT-004599,REQ-004949,EMP-00137,LOC-05,SVC-02,2026-04-16,Completed,22,False,,,,,,4.9,88.4,False,True,False
APT-004600,REQ-004950,EMP-00032,LOC-06,SVC-01,2026-04-17,Completed,10,False,,,,,,4.4,87.0,False,True,True
APT-004602,REQ-004952,EMP-00141,LOC-02,SVC-07,2026-04-16,Completed,12,False,,,,,,5.0,85.0,False,True,False
APT-004603,REQ-004953,EMP-00016,LOC-07,SVC-05,2026-04-17,Completed,49,True,Client preference,,,,,5.0,69.4,False,True,False
APT-004604,REQ-004954,EMP-00032,LOC-03,SVC-05,2026-04-18,Completed,25,False,,,,,,3.7,93.5,False,True,False
APT-004608,REQ-004958,EMP-00004,LOC-05,SVC-04,2026-04-20,Completed,15,False,,,,,,4.4,89.9,False,True,False
APT-004609,REQ-004959,EMP-00030,LOC-06,SVC-09,2026-04-18,Completed,17,False,,,,,,3.8,89.8,False,True,False
APT-004611,REQ-004961,EMP-00083,LOC-03,SVC-01,2026-04-17,Completed,32,False,,,,,,3.9,90.1,False,True,False
APT-004612,REQ-004962,EMP-00134,LOC-05,SVC-01,2026-04-18,Completed,6,False,,,,,,3.7,73.8,False,True,False
APT-004613,REQ-004963,EMP-00137,LOC-06,SVC-01,2026-04-17,Completed,10,False,,,,,,3.9,87.0,False,True,True
APT-004614,REQ-004964,EMP-00022,LOC-10,SVC-07,2026-04-17,Completed,38,False,,,,,,4.6,80.3,False,True,False
APT-004616,REQ-004967,EMP-00117,LOC-10,SVC-05,2026-04-17,Completed,17,False,,,,,,4.6,86.3,False,True,False
APT-004617,REQ-004968,EMP-00068,LOC-05,SVC-06,2026-04-18,Completed,3,False,,,,,,3.9,71.6,False,True,True
APT-004619,REQ-004970,EMP-00105,LOC-09,SVC-01,2026-04-17,Completed,34,False,,,,,,4.0,78.8,False,False,False
APT-004620,REQ-004971,EMP-00042,LOC-08,SVC-01,2026-04-17,Completed,42,False,,,,,,2.9,69.2,False,True,False
APT-004623,REQ-004974,EMP-00015,LOC-03,SVC-01,2026-04-18,Completed,4,False,,,,,,4.3,99.7,False,True,True
APT-004624,REQ-004975,EMP-00134,LOC-09,SVC-06,2026-04-20,Completed,3,False,,,,,,3.8,78.8,False,True,False
APT-004627,REQ-004978,EMP-00005,LOC-02,SVC-05,2026-04-18,Completed,17,False,,,,,,3.6,78.5,False,True,False
APT-004628,REQ-004979,EMP-00016,LOC-07,SVC-01,2026-04-19,Completed,20,False,,,,,,3.9,67.5,False,True,True
APT-004630,REQ-004981,EMP-00115,LOC-03,SVC-03,2026-04-19,Completed,29,False,,,,,,3.9,84.3,False,True,False
APT-004631,REQ-004982,EMP-00092,LOC-07,SVC-02,2026-04-19,Completed,49,False,,,,,,3.8,100.0,False,True,True
APT-004632,REQ-004983,EMP-00090,LOC-04,SVC-09,2026-04-20,Completed,10,False,,,,,,5.0,77.8,False,False,False
APT-004633,REQ-004984,EMP-00098,LOC-08,SVC-03,2026-04-20,Completed,17,False,,,,,,3.3,100.0,False,True,False
APT-004634,REQ-004985,EMP-00014,LOC-09,SVC-02,2026-04-20,Completed,32,False,,,,,,4.5,89.6,False,True,True
APT-004637,REQ-004988,EMP-00050,LOC-08,SVC-05,2026-04-20,Completed,12,False,,,,,,3.9,79.3,False,False,False
APT-004641,REQ-004992,EMP-00044,LOC-02,SVC-03,2026-04-20,Completed,32,False,,,,,,4.4,90.4,False,True,False
APT-004642,REQ-004993,EMP-00091,LOC-08,SVC-08,2026-04-21,Completed,17,False,,,,,,4.5,70.5,False,True,True
APT-004644,REQ-004995,EMP-00006,LOC-02,SVC-02,2026-04-21,Completed,29,False,,,,,,,67.8,False,True,False
APT-004645,REQ-004996,EMP-00044,LOC-08,SVC-01,2026-04-20,Completed,8,False,,,,,,4.0,90.5,False,True,True
APT-004646,REQ-004997,EMP-00022,LOC-10,SVC-09,2026-04-20,Completed,39,False,,,,,,3.4,71.3,False,True,True
APT-004649,REQ-005000,EMP-00104,LOC-10,SVC-05,2026-04-21,Completed,23,True,Client preference,,,,,4.5,79.7,False,True,False
APT-004650,REQ-005001,EMP-00106,LOC-10,SVC-05,2026-04-25,Completed,8,False,,,,,,3.5,94.0,False,True,False
APT-004651,REQ-005002,EMP-00052,LOC-03,SVC-04,2026-04-21,Completed,11,False,,,,,,3.5,85.4,False,True,False
APT-004654,REQ-005005,EMP-00052,LOC-02,SVC-03,2026-04-20,Completed,32,False,,,,,,4.2,78.5,False,True,False
APT-004655,REQ-005006,EMP-00139,LOC-03,SVC-07,2026-04-20,Completed,21,False,,,,,,3.2,79.9,False,True,True
APT-004657,REQ-005008,EMP-00095,LOC-03,SVC-07,2026-04-22,Completed,16,False,,,,,,4.8,84.4,False,True,False
APT-004659,REQ-005010,EMP-00011,LOC-05,SVC-01,2026-04-21,Completed,14,False,,,,,,5.0,95.7,False,True,False
APT-004660,REQ-005011,EMP-00128,LOC-09,SVC-09,2026-04-22,Completed,46,False,,,,,,,78.3,False,True,False
APT-004662,REQ-005013,EMP-00120,LOC-10,SVC-02,2026-04-21,Completed,15,False,,,,,,4.4,74.6,False,True,False
APT-004663,REQ-005014,EMP-00028,LOC-08,SVC-04,2026-04-22,Completed,34,False,,,,,,4.8,95.4,False,True,False
APT-004665,REQ-005016,EMP-00128,LOC-05,SVC-05,2026-04-22,Completed,28,False,,,,,,3.9,89.6,False,False,False
APT-004667,REQ-005018,EMP-00143,LOC-06,SVC-01,2026-04-21,Completed,46,False,,,,,,3.7,84.6,False,False,False
APT-004668,REQ-005019,EMP-00119,LOC-02,SVC-05,2026-04-23,Completed,29,False,,,,,,4.3,75.8,False,True,False
APT-004669,REQ-005020,EMP-00056,LOC-06,SVC-07,2026-04-21,Completed,62,True,Skill match unavailable,,,,,3.5,85.4,False,True,False
APT-004670,REQ-005021,EMP-00013,LOC-01,SVC-06,2026-04-22,Completed,4,False,,,,,,3.0,89.6,False,True,False
APT-004672,REQ-005023,EMP-00104,LOC-01,SVC-01,2026-04-22,Completed,3,False,,,,,,4.5,97.4,False,True,False
APT-004675,REQ-005026,EMP-00122,LOC-10,SVC-01,2026-04-23,Completed,15,False,,,,,,3.0,86.2,False,True,True
APT-004677,REQ-005029,EMP-00054,LOC-02,SVC-08,2026-04-24,Completed,3,False,,,,,,3.5,79.2,False,True,False
APT-004679,REQ-005031,EMP-00015,LOC-10,SVC-01,2026-04-26,Completed,30,False,,,,,,4.7,92.6,False,True,True
APT-004680,REQ-005032,EMP-00093,LOC-01,SVC-08,2026-04-22,Completed,46,False,,,,,,2.7,100.0,False,False,False
APT-004681,REQ-005033,EMP-00094,LOC-07,SVC-02,2026-04-22,Completed,30,False,,,,,,4.6,74.0,False,True,True
APT-004682,REQ-005034,EMP-00075,LOC-09,SVC-02,2026-04-22,Completed,13,False,,,,,,3.4,80.2,False,True,False
APT-004684,REQ-005036,EMP-00022,LOC-07,SVC-09,2026-04-22,Completed,11,False,,,,,,4.7,78.5,False,True,False
APT-004685,REQ-005037,EMP-00014,LOC-01,SVC-08,2026-04-23,Completed,8,False,,,,,,4.5,80.3,False,True,False
APT-004688,REQ-005041,EMP-00058,LOC-02,SVC-01,2026-04-22,Completed,18,False,,,,,,5.0,88.1,False,True,False
APT-004689,REQ-005042,EMP-00018,LOC-04,SVC-03,2026-04-23,Completed,14,False,,,,,,,83.4,False,True,False
APT-004691,REQ-005044,EMP-00039,LOC-01,SVC-06,2026-04-22,Completed,35,False,,,,,,4.6,84.5,False,False,False
APT-004692,REQ-005045,EMP-00014,LOC-01,SVC-09,2026-04-23,Completed,30,False,,,,,,3.5,86.6,False,True,False
APT-004693,REQ-005046,EMP-00064,LOC-10,SVC-03,2026-04-24,Completed,19,False,,,,,,5.0,86.2,False,True,False
APT-004695,REQ-005048,EMP-00016,LOC-02,SVC-05,2026-04-23,Completed,16,False,,,,,,4.5,79.4,False,False,False
APT-004696,REQ-005049,EMP-00023,LOC-07,SVC-08,2026-04-24,Completed,31,False,,,,,,4.6,73.9,False,False,False
APT-004702,REQ-005055,EMP-00022,LOC-03,SVC-01,2026-04-25,Completed,28,False,,,,,,2.8,91.7,False,True,True
APT-004703,REQ-005056,EMP-00004,LOC-02,SVC-04,2026-04-24,Completed,24,False,,,,,,4.6,85.4,False,True,False
APT-004704,REQ-005057,EMP-00137,LOC-09,SVC-05,2026-04-23,Completed,3,False,,,,,,3.6,80.2,False,True,False
APT-004705,REQ-005058,EMP-00038,LOC-09,SVC-09,2026-04-23,Completed,16,True,Urgent reassignment,,,,,,87.4,False,True,False
APT-004706,REQ-005059,EMP-00137,LOC-05,SVC-01,2026-04-23,Completed,26,False,,,,,,5.0,66.4,False,True,False
APT-004708,REQ-005061,EMP-00113,LOC-05,SVC-05,2026-04-24,Completed,27,True,Urgent reassignment,,,,,3.5,81.4,False,True,False
APT-004709,REQ-005062,EMP-00033,LOC-04,SVC-08,2026-04-23,Completed,39,False,,,,,,,86.0,False,True,False
APT-004710,REQ-005063,EMP-00044,LOC-09,SVC-01,2026-04-24,Completed,32,False,,,,,,5.0,77.3,False,True,True
APT-004711,REQ-005064,EMP-00070,LOC-08,SVC-08,2026-04-26,Completed,39,False,,,,,,4.3,87.6,False,True,True
APT-004712,REQ-005066,EMP-00055,LOC-08,SVC-01,2026-04-24,Completed,42,False,,,,,,2.9,93.6,False,True,False
APT-004714,REQ-005068,EMP-00013,LOC-03,SVC-06,2026-04-24,Completed,12,False,,,,,,3.7,88.1,False,False,False
APT-004716,REQ-005070,EMP-00109,LOC-01,SVC-07,2026-04-25,Completed,25,False,,,,,,4.0,84.9,False,True,False
APT-004717,REQ-005071,EMP-00011,LOC-04,SVC-07,2026-04-24,Completed,32,False,,,,,,3.4,62.9,False,True,False
APT-004718,REQ-005072,EMP-00065,LOC-07,SVC-04,2026-04-27,Completed,45,False,,,,,,,87.5,False,True,False
APT-004719,REQ-005073,EMP-00083,LOC-05,SVC-04,2026-04-24,Completed,35,False,,,,,,4.1,89.5,False,True,False
APT-004721,REQ-005075,EMP-00065,LOC-03,SVC-02,2026-04-26,Completed,19,False,,,,,,,91.0,False,True,True
APT-004725,REQ-005080,EMP-00143,LOC-06,SVC-05,2026-04-25,Completed,15,False,,,,,,4.2,84.5,False,True,False
APT-004726,REQ-005081,EMP-00093,LOC-05,SVC-02,2026-04-26,Completed,22,False,,,,,,2.8,72.9,False,False,False
APT-004728,REQ-005083,EMP-00110,LOC-07,SVC-02,2026-04-25,Completed,18,False,,,,,,4.0,87.8,False,True,False
APT-004729,REQ-005084,EMP-00068,LOC-02,SVC-08,2026-04-25,Completed,32,False,,,,,,3.7,66.5,False,True,True
APT-004732,REQ-005087,EMP-00038,LOC-07,SVC-03,2026-04-25,Completed,27,False,,,,,,4.5,76.8,False,True,False
APT-004735,REQ-005091,EMP-00126,LOC-09,SVC-08,2026-04-25,Completed,46,True,Continuity of care,,,,,4.3,81.5,False,False,False
APT-004736,REQ-005092,EMP-00017,LOC-06,SVC-08,2026-04-28,Completed,4,False,,,,,,4.2,64.6,False,True,False
APT-004737,REQ-005093,EMP-00148,LOC-09,SVC-06,2026-04-27,Completed,32,False,,,,,,4.6,81.1,False,True,False
APT-004738,REQ-005094,EMP-00018,LOC-02,SVC-01,2026-04-28,Completed,21,False,,,,,,3.8,74.0,False,True,False
APT-004739,REQ-005096,EMP-00006,LOC-01,SVC-01,2026-04-26,Completed,23,False,,,,,,3.4,91.6,False,True,True
APT-004741,REQ-005099,EMP-00150,LOC-07,SVC-05,2026-04-29,Completed,44,False,,,,,,,66.7,False,True,False
APT-004742,REQ-005100,EMP-00124,LOC-06,SVC-09,2026-04-28,Completed,48,False,,,,,,4.6,94.0,False,True,False
APT-004743,REQ-005101,EMP-00025,LOC-08,SVC-01,2026-04-28,Completed,38,False,,,,,,4.1,83.1,False,True,False
APT-004744,REQ-005103,EMP-00099,LOC-02,SVC-05,2026-04-28,Completed,22,False,,,,,,3.5,73.2,False,True,False
APT-004745,REQ-005104,EMP-00031,LOC-10,SVC-01,2026-04-26,Completed,3,False,,,,,,4.2,100.0,False,True,True
APT-004751,REQ-005110,EMP-00079,LOC-09,SVC-07,2026-04-27,Completed,23,False,,,,,,3.3,83.1,False,True,True
APT-004752,REQ-005111,EMP-00021,LOC-06,SVC-02,2026-04-28,Completed,8,False,,,,,,5.0,76.4,False,True,False
APT-004754,REQ-005113,EMP-00018,LOC-05,SVC-05,2026-04-27,Completed,34,True,Client preference,,,,,5.0,82.1,False,True,False
APT-004755,REQ-005114,EMP-00057,LOC-02,SVC-01,2026-04-27,Completed,29,False,,,,,,3.6,85.0,False,True,True
APT-004756,REQ-005115,EMP-00096,LOC-09,SVC-08,2026-04-27,Completed,25,False,,,,,,3.1,52.4,False,False,False
APT-004759,REQ-005119,EMP-00099,LOC-08,SVC-02,2026-04-29,Completed,20,False,,,,,,4.6,71.7,False,False,False
APT-004761,REQ-005121,EMP-00146,LOC-06,SVC-04,2026-04-29,Completed,20,False,,,,,,4.0,82.2,False,False,True
APT-004764,REQ-005124,EMP-00084,LOC-03,SVC-07,2026-04-27,Completed,29,False,,,,,,3.8,84.9,False,True,False
APT-004766,REQ-005126,EMP-00128,LOC-04,SVC-01,2026-04-28,Completed,19,False,,,,,,4.1,77.2,False,True,True
APT-004767,REQ-005127,EMP-00129,LOC-01,SVC-06,2026-04-28,Completed,17,False,,,,,,5.0,87.8,False,True,False
APT-004768,REQ-005128,EMP-00005,LOC-10,SVC-05,2026-04-29,Completed,11,False,,,,,,3.4,73.8,False,True,True
APT-004770,REQ-005130,EMP-00085,LOC-02,SVC-01,2026-04-29,Completed,9,False,,,,,,3.5,68.8,False,False,False
APT-004771,REQ-005131,EMP-00065,LOC-03,SVC-02,2026-04-28,Completed,31,True,Continuity of care,,,,,3.6,84.7,False,True,False
APT-004772,REQ-005132,EMP-00148,LOC-04,SVC-07,2026-04-28,Completed,3,False,,,,,,5.0,76.3,False,False,False
APT-004774,REQ-005134,EMP-00057,LOC-01,SVC-09,2026-04-28,Completed,8,False,,,,,,5.0,96.0,False,True,False
APT-004775,REQ-005135,EMP-00021,LOC-06,SVC-02,2026-04-29,Completed,6,True,Urgent reassignment,,,,,,72.6,False,True,True
APT-004776,REQ-005136,EMP-00124,LOC-02,SVC-03,2026-04-28,Completed,13,False,,,,,,4.5,69.1,False,True,False
APT-004778,REQ-005139,EMP-00112,LOC-10,SVC-05,2026-04-28,Completed,31,False,,,,,,2.8,89.6,False,False,False
APT-004779,REQ-005140,EMP-00105,LOC-09,SVC-04,2026-04-30,Completed,55,False,,,,,,4.4,72.5,False,True,False
APT-004782,REQ-005143,EMP-00021,LOC-09,SVC-03,2026-04-28,Completed,39,False,,,,,,3.5,79.1,False,True,False
APT-004783,REQ-005144,EMP-00030,LOC-05,SVC-08,2026-04-29,Completed,23,False,,,,,,4.3,75.6,False,True,False
APT-004784,REQ-005145,EMP-00008,LOC-04,SVC-05,2026-04-28,Completed,29,False,,,,,,4.4,88.2,False,True,False
APT-004785,REQ-005146,EMP-00099,LOC-03,SVC-04,2026-04-28,Completed,23,False,,,,,,4.8,87.0,False,True,True
APT-004787,REQ-005149,EMP-00028,LOC-06,SVC-02,2026-05-01,Completed,52,False,,,,,,4.8,74.1,False,True,False
APT-004789,REQ-005151,EMP-00089,LOC-04,SVC-01,2026-04-29,Completed,16,False,,,,,,3.5,85.7,False,True,False
APT-004790,REQ-005153,EMP-00136,LOC-06,SVC-03,2026-05-02,Completed,37,False,,,,,,3.5,82.4,False,True,False
APT-004791,REQ-005154,EMP-00062,LOC-01,SVC-05,2026-04-30,Completed,46,False,,,,,,3.9,93.1,False,True,False
APT-004792,REQ-005155,EMP-00056,LOC-09,SVC-03,2026-04-29,Completed,17,False,,,,,,3.0,87.3,False,False,False
APT-004794,REQ-005157,EMP-00033,LOC-06,SVC-09,2026-04-29,Completed,42,False,,,,,,4.1,79.4,False,True,False
APT-004796,REQ-005159,EMP-00094,LOC-05,SVC-07,2026-04-29,Completed,24,False,,,,,,3.1,78.6,False,True,False
APT-004797,REQ-005160,EMP-00035,LOC-03,SVC-07,2026-04-29,Completed,24,False,,,,,,2.8,90.8,False,True,False
APT-004798,REQ-005162,EMP-00131,LOC-01,SVC-05,2026-05-02,Completed,16,False,,,,,,4.0,100.0,False,True,False
APT-004799,REQ-005163,EMP-00002,LOC-02,SVC-03,2026-04-29,Completed,28,False,,,,,,5.0,98.2,False,True,False
APT-004800,REQ-005164,EMP-00030,LOC-09,SVC-02,2026-04-29,Completed,3,False,,,,,,4.9,75.8,False,True,True
APT-004801,REQ-005165,EMP-00043,LOC-04,SVC-08,2026-04-29,Completed,37,False,,,,,,4.5,72.1,False,True,True
APT-004802,REQ-005166,EMP-00113,LOC-09,SVC-04,2026-04-30,Completed,38,False,,,,,,3.0,82.5,False,True,True
APT-004803,REQ-005167,EMP-00143,LOC-10,SVC-04,2026-04-29,Completed,3,False,,,,,,3.7,86.7,False,True,False
APT-004804,REQ-005168,EMP-00005,LOC-05,SVC-01,2026-04-30,Completed,11,False,,,,,,4.9,72.6,False,True,True
APT-004805,REQ-005169,EMP-00090,LOC-03,SVC-08,2026-04-29,Completed,16,False,,,,,,3.5,87.6,False,True,False
APT-004806,REQ-005170,EMP-00104,LOC-02,SVC-06,2026-04-29,Completed,15,True,Client preference,,,,,4.5,91.8,False,True,False
APT-004809,REQ-005173,EMP-00037,LOC-02,SVC-05,2026-04-29,Completed,14,False,,,,,,4.6,96.4,False,True,True
APT-004812,REQ-005176,EMP-00092,LOC-02,SVC-05,2026-04-29,Completed,34,False,,,,,,4.9,74.4,False,True,True
APT-004813,REQ-005177,EMP-00103,LOC-01,SVC-01,2026-04-30,Completed,10,False,,,,,,5.0,71.6,False,True,False
APT-004816,REQ-005180,EMP-00121,LOC-03,SVC-01,2026-04-30,Completed,8,False,,,,,,4.1,100.0,False,True,False
APT-004820,REQ-005184,EMP-00101,LOC-05,SVC-04,2026-04-30,Completed,22,False,,,,,,5.0,74.3,False,False,False
APT-004821,REQ-005185,EMP-00104,LOC-06,SVC-01,2026-04-30,Completed,21,False,,,,,,5.0,75.8,False,True,False
APT-004823,REQ-005187,EMP-00120,LOC-06,SVC-02,2026-04-30,Completed,36,False,,,,,,4.4,93.8,False,True,True
APT-004824,REQ-005189,EMP-00040,LOC-01,SVC-06,2026-04-30,Completed,3,False,,,,,,,76.0,False,True,False
APT-004826,REQ-005191,EMP-00022,LOC-06,SVC-07,2026-05-01,Completed,45,False,,,,,,3.9,80.0,False,True,False
APT-004828,REQ-005193,EMP-00057,LOC-05,SVC-05,2026-04-30,Completed,12,True,Client preference,,,,,3.5,80.0,False,True,False
APT-004832,REQ-005197,EMP-00024,LOC-07,SVC-01,2026-05-02,Completed,40,False,,,,,,,80.8,False,True,False
APT-004836,REQ-005202,EMP-00021,LOC-06,SVC-06,2026-05-02,Completed,25,False,,,,,,3.5,84.3,False,True,True
APT-004837,REQ-005203,EMP-00104,LOC-02,SVC-07,2026-05-02,Completed,28,False,,,,,,5.0,88.7,False,True,False
APT-004838,REQ-005204,EMP-00068,LOC-01,SVC-08,2026-04-30,Completed,22,False,,,,,,4.8,67.7,False,True,False
APT-004839,REQ-005205,EMP-00143,LOC-06,SVC-03,2026-05-01,Completed,31,False,,,,,,4.6,80.5,False,True,False
APT-004840,REQ-005206,EMP-00014,LOC-09,SVC-07,2026-05-01,Completed,32,False,,,,,,5.0,81.0,False,True,True
